	feature_id_timar	feature_mz_timar	feature_rt_timar	candidate_structure_molecular_formula_timar	candidate_library_timar	candidate_count_similarity_peaks_matched_timar	candidate_score_similarity_timar	candidate_structure_exact_mass_timar	candidate_structure_xlogp_timar	candidate_structure_inchikey_no_stereo_timar	candidate_structure_smiles_no_stereo_timar	candidate_structure_tax_cla_chemontid_timar	candidate_structure_tax_cla_03cla_timar	candidate_structure_tax_cla_04dirpar_timar	candidate_structure_tax_npc_01pat_timar	candidate_structure_tax_npc_02sup_timar	candidate_structure_tax_npc_03cla_timar	candidate_structure_organism_occurrence_closest_timar	candidate_structure_organism_occurrence_reference_timar	candidate_structure_error_mz_timar	candidate_structure_error_rt_timar	rank_initial_timar	rank_final_timar	score_initial_timar	score_biological_timar	score_chemical_timar	score_final_timar	first_score_final_timar
173	174	935.2439665198416	2.6733167	C42H46O24|C42H46O24|C42H46O24	ISDB|ISDB|ISDB	414|631|419	0.255260437726975|0.225139617919922|0.206845656037331	934.2379|934.2379|934.2379	-2.5385|-2.5385|-2.5385	BNYDLXBTNLOWPZ|TZPMVVDDEWYHIB|MWAUOMXEJMQMFW	CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O|CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O|CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(OC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C1O	0003678|0003533|0003533	Flavonoids|Flavonoids|Flavonoids	Flavonoid 3-O-p-coumaroyl glycosides|Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Ranunculaceae|Ranunculaceae	10.1007/BF00630642|10.1016/J.FITOTE.2006.05.018 $ 10.1055/S-2001-11994 $ 10.1007/BF00630642|10.1055/S-2006-957694	0.00117835200035188|0.00117835200035188|0.00117835200035188	||	2|4|6	1|2|3	0.255260437726975|0.225139617919922|0.206845656037331	0.6|0.6|0.6	1|1|1	0.551553279042125|0.541513005773107|0.53541501847891	0.551553279042125
174	175	905.2348585718468	2.68275	C41H44O23|C41H44O23|C41H44O23	[1M+(H)1]1+|ISDB|ISDB	|379|1062	|0.28839299082756|0.248560041189194	904.22734|904.22734|904.22734	-2.6326|-1.8994|-1.8994	VZEXGWGJXZJLPY|BHZKXYVGAILXRA|SVVBJHNIZHTFRE	O=C(C=Cc1ccc(O)cc1)OC1C(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OC(CO)C(O)C2O)OCC(O)C1O|CC1OC(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OCC(O)C2O)C(O)C(O)C1OC(=O)C=Cc1ccc(O)c(O)c1|CC1OC(Oc2cc(O)c3c(=O)c(OC4OCC(O)C(O)C4OC4OC(CO)C(O)C(OC(=O)C=Cc5ccc(O)c(O)c5)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O	0003533|0003533|0003533	Flavonoids|Flavonoids|Flavonoids	Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(00)89580-1|10.1021/NP000614H|10.1002/CHIN.200431181	-0.000238571846807645|-0.000286331999859613|-0.000286332000086986	||	6|3|5	1|2|3	0|0.28839299082756|0.248560041189194	0.6|0.4|0.4	1|1|1	0.466466466466466|0.462497363308886|0.449219713429431	0.466466466466466
175	176	175.14881279980872	2.6913457000000003	C13H18|C13H18|C13H18	ISDB|ISDB|ISDB	49|46|41	0.575164914131165|0.540481150150299|0.515650629997253	174.14085|174.14085|174.14085	3.74324|3.74324|3.52724	PGZQTASRDRGQAJ|OIIJXQMSEYQDDI|SOVJMXNIZUPIFE	Cc1cc(C)c2c(c1)CCCC2C|Cc1ccc(C)c2c1CCCC2C|Cc1cc2c(cc1C)C(C)(C)CC2	0000048|0000048|0000027	Tetralins|Tetralins|Indanes	Tetralins|Tetralins|Indanes	Terpenoids|Terpenoids|Terpenoids	Sesquiterpenoids|Sesquiterpenoids|Sesquiterpenoids	Cadinane sesquiterpenoids|Cadinane sesquiterpenoids|Himachalane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057	-0.000673424000012801|-0.000673424000012801|-0.000673424000012801	||	1|2|5	1|2|3	0.575164914131165|0.540481150150299|0.515650629997253	0.4|0.4|0.4	1|1|1	0.558088004410088|0.546526749749799|0.538249909698784	0.558088004410088
176	177	251.13953659940796	2.6940334	C13H18N2O3|C18H18O|C18H18O	ISDB|ISDB|ISDB	25|12|14	0.112687043845654|0.056598287075758|0.0413453131914139	250.13174|250.13577|250.13577	0.9661|4.41764|4.41764	KTZNZCYTXQYEHT|NJPVIGLWQLAGIV|DOVVPEXQMTVYAG	NCCCCNC(=O)C=Cc1ccc(O)c(O)c1|C=Cc1cc2c(cc1C)-c1ccc(O)c(C)c1CC2|C=Cc1cc(C)cc2c1-c1ccc(O)c(C)c1CC2	0001391|0000223|0000223	Cinnamic acids and derivatives|Phenanthrenes and derivatives|Phenanthrenes and derivatives	Hydroxycinnamic acids and derivatives|Hydrophenanthrenes|Hydrophenanthrenes	Alkaloids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Ornithine alkaloids|Phenanthrenoids|Phenanthrenoids	Polyamines|Phenanthrenes|Phenanthrenes	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0031-9422(95)00866-7 $ 10.1021/JF501330H $ 10.1021/ACS.JAFC.6B05179 $ 10.1016/0031-9422(90)85363-K $ 10.1016/S0031-9422(00)84339-3 $ 10.1080/00021369.1970.10859716|10.1016/0031-9422(88)80714-3 $ 10.1007/BF02033657 $ 10.1016/S0040-4020(01)90169-3|10.1016/0031-9422(88)80714-3 $ 10.1016/S0031-9422(02)00152-8 $ 10.1016/S0040-4039(02)00308-8	-0.000481564000011758|0.00354119600001468|0.00354119600001468	||	4|9|11	1|2|3	0.112687043845654|0.056598287075758|0.0413453131914139	0.4|0.4|0.4	1|0.25|0.25	0.403928714314918|0.260607837433661|0.255523512805546	0.403928714314918
177	178	195.0651639141721	2.6991334	C10H10O4|C10H10O4|C10H10O4	ISDB|ISDB|ISDB	46|46|34	0.499965131282806|0.428550571203232|0.387308120727539	194.05791|194.05791|194.05791	1.4986|1.4986|1.284	KSEBMYQBYZTDHS|QURCVMIEKCOAJU|OCNYGKNIVPVPPX	COc1cc(C=CC(=O)O)ccc1O|COc1ccc(C=CC(=O)O)cc1O|COC(=O)C=Cc1ccc(O)c(O)c1	0002503|0002503|0000059	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	Hydroxycinnamic acids|Hydroxycinnamic acids|Coumaric acids and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	Clematis|Clematis|Clematis	10.1002/HLCA.200690079 $ 10.3390/MOLECULES14114433|10.3390/MOLECULES14114433|10.3390/MOLECULES14114433	-1.52000000070984e-05|-1.52000000070984e-05|-1.52000000070984e-05	||	1|2|4	1|2|3	0.499965131282806|0.428550571203232|0.387308120727539	0.8|0.8|0.8	0.75|0.75|0.75	0.69168006878596|0.667875215426102|0.654127731934205	0.69168006878596
178	179	312.1812973302196	2.7015333	C16H25NO5|C16H25NO5|C16H25NO5	ISDB|ISDB|ISDB	149|218|20	0.0313434861600399|0.0224629342556|0.00673010991886258	311.17327|311.17327|311.17327	1.2318|1.0235|0.5724	NMRSHEVQVPUILM|HGOLJZZEGFBRMR|HUXORIJETCKEAL	CCC(=O)OC(C(=O)OCC1CCN2CCC(O)C12)=C(C)C|CC=C(C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C|CC1C(=O)OCC2CCN3CCC(OC(=O)C(C)C1(C)O)C23	0000220|0000492|0000220	Pyrrolizidines|Tropane alkaloids|Pyrrolizidines	Pyrrolizidines|Tropane alkaloids|Pyrrolizidines	Alkaloids|Alkaloids|Alkaloids	Ornithine alkaloids|Ornithine alkaloids|Ornithine alkaloids	Pyrrolizidine alkaloids|Tropane alkaloids|Pyrrolizidine alkaloids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.3987/COM-91-5760|10.1016/J.FITOTE.2010.09.010|10.1016/0031-9422(79)83042-3	-0.000751100000002225|-0.000751099999945382|-0.000751100000002225	||	5|7|10	1|2|3	0.0313434861600399|0.0224629342556|0.00673010991886258	0.4|0.4|0.4	1|1|1	0.37681419508638|0.373854011118233|0.368609736339321	0.37681419508638
179	180	207.0658683318847	2.7052083	C12H12O5|C11H10O4|C11H10O4	[1M+(H)1]1+ - CH2O|ISDB|MassBank - 2023.11	|36|60	|0.261430680751801|0.214002937078476	236.06847|206.05791|206.05791	1.82422|1.81562|1.8102	QHQVOSUMKVHHMB|XGCHWRRIHYVQRO|GUAFOGOEJLSQBT	COc1c(O)cc2oc(=O)cc(OC)c2c1C|COc1cc(=O)oc2ccc(O)c(C)c12|COc1cc2ccc(=O)oc2cc1OC	0002909|0002908|0000145	Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives	7-hydroxycoumarins|Hydroxycoumarins|Coumarins and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Coumarins|Coumarins|Coumarins	Simple coumarins|Simple coumarins|Simple coumarins	Clematis|Ranunculaceae|Ranunculaceae	10.3390/MOLECULES14114433|10.1016/J.BMCL.2004.05.015|10.1055/S-2005-873169 $ 10.1007/S10600-009-9408-9	-0.000678331884671479|-0.000715200000001914|-0.000714700000003177	||	79|17|27	1|2|3	0|0.261430680751801|0.214002937078476	0.8|0.6|0.6	1|1|1	0.566566566566566|0.553610026717067|0.537800778825958	0.566566566566566
180	181	209.15404576723392	2.7082732000000003	C13H20O2|C13H20O2|C13H20O2	ISDB|ISDB|ISDB	49|51|36	0.462787091732025|0.442368596792221|0.432645171880722	208.14633|208.14633|208.14633	2.4849|2.629|2.8694	MDCGEAGEQVMWPE|LICNQDPDQQOXCU|AXQMCYYCOKLZPP	CC1=CC(=O)CC(C)(C)C1C=CC(C)O|CC(=O)C=CC1=C(C)C(O)CCC1(C)C|CC1=CC(=O)CC(C)(C)C12CCC(C)O2	0001550|0001550|0004325	Prenol lipids|Prenol lipids|Organooxygen compounds	Sesquiterpenoids|Sesquiterpenoids|Cyclohexenones	Terpenoids|Terpenoids|Terpenoids	Apocarotenoids|Apocarotenoids|Apocarotenoids	Apocarotenoids(ε-)|Apocarotenoids (β-) $ Megastigmanes|Apocarotenoids(ε-) $ Megastigmanes	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0925-5214(02)00250-8 $ 10.1016/J.CHROMA.2004.03.057 $ 10.1021/JF00004A032 $ 10.1016/S0021-9673(01)01150-5 $ 10.1016/J.PHYTOCHEM.2005.11.023 $ 10.1021/JF00014A016 $ 10.1021/JF801792N $ 10.3109/08958378.2013.878005 $ 10.1021/NP070089N $ 10.1021/JF00022A034 $ 10.1021/JF00041A004 $ 10.1021/NP0605236 $ 10.1002/JCCS.200400035 $ 10.1021/NP049857Q $ 10.1016/J.PHYTOCHEM.2003.11.018 $ 10.1016/J.TET.2008.09.054 $ 10.1016/S0031-9422(00)81745-8 $ 10.1016/S0031-9422(00)80386-6 $ 10.1016/S0305-1978(02)00182-5|10.1055/S-2006-962665 $ 10.1021/NP020188V $ 10.1002/JLAC.199419941015 $ 10.1021/JF00093A043|10.1002/HLCA.19720550603	-0.000394120000009934|-0.000394120000009934|-0.000394120000009934	||	2|5|6	1|2|3	0.462787091732025|0.442368596792221|0.432645171880722	0.4|0.4|0.4	1|1|1	0.520628730277041|0.513822565297107|0.51058142365994	0.520628730277041
181	182	313.1439234441706	2.72075	C19H20O4|C19H20O4|C19H20O4	ISDB|ISDB|ISDB	31|28|35	0.0273250658065081|0.0876471325755119|0.0780791714787483	312.13616|312.13616|312.13616	3.7555|3.0639|2.7593	LAXIYINGQJWPCG|CWFOAVBXINFPCW|MTQJJHUHPBYQBX	CC12CC=C3C(=O)OC(c4ccoc4)CC3(C)C1CC=CC2=O|O=C(C=Cc1ccc(O)cc1)CC(O)CCc1ccc(O)cc1|O=C(C=CC(O)Cc1ccc(O)cc1)CCc1ccc(O)cc1	0001641|0000356|0002651	Naphthopyrans|Diarylheptanoids|Diarylheptanoids	Naphthopyranones|Curcuminoids|Linear diarylheptanoids	Terpenoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Diterpenoids|Diarylheptanoids|Diarylheptanoids	notClassified|Linear diarylheptanoids|Linear diarylheptanoids	Ranunculales|Magnoliopsida|Magnoliopsida	10.1016/J.BMC.2008.09.023|10.1016/J.BMCL.2013.04.073|10.1248/CPB.44.1033	-0.000464880000038193|-0.000464879999981349|-0.000464879999981349	||	65|3|5	1|2|3	0.0273250658065081|0.0876471325755119|0.0780791714787483	0.5|0.4|0.4	1|1|1	0.425524771685252|0.39558207722487|0.392392756859282	0.425524771685252
182	183	330.1709193664601	2.720411	C19H23NO4|C19H23NO4|C19H23NO4	ISDB|ISDB|ISDB	21|30|22	0.148229762911797|0.180052056908607|0.161890894174576	329.16271|329.16271|329.16271	2.8867|2.8867|2.9763	BHLYRWXGMIUIHG|HZRFPHXHCRIHFX|PLFGRBPWZRSCHW	COc1ccc(CC2c3cc(O)c(OC)cc3CCN2C)cc1O|COc1ccc(CC2c3cc(OC)c(O)cc3CCN2C)cc1O|COc1ccc(CN2CCc3cc(OC)c(OC)cc3C2)cc1O	0000054|0000054|0000054	Isoquinolines and derivatives|Isoquinolines and derivatives|Isoquinolines and derivatives	Benzylisoquinolines|Benzylisoquinolines|Benzylisoquinolines	Alkaloids|Alkaloids|Alkaloids	Tyrosine alkaloids|Tyrosine alkaloids|Tyrosine alkaloids	Isoquinoline alkaloids $ Tetrahydroisoquinoline alkaloids|Isoquinoline alkaloids $ Tetrahydroisoquinoline alkaloids|Isoquinoline alkaloids	Clematis|Ranunculales|Ranunculales	10.1007/S12272-009-1111-7|10.1248/CPB.45.470 $ 10.1021/NP960381N|10.1016/S0031-9422(00)97046-8	-0.000915784000028452|-0.000915784000028452|-0.000915784000028452	||	8|1|4	1|2|3	0.148229762911797|0.180052056908607|0.161890894174576	0.8|0.5|0.5	1|1|1	0.615976487537165|0.476433768719285|0.470380047807942	0.615976487537165
183	184	377.1456982982969	2.7246650000000003	C17H20N4O6|C23H20O5|C23H20O5	MassBank - 2023.11|ISDB|ISDB	4|57|27	0.631589710712433|0.00875494256615639|0.00720391236245632	376.13828|376.13107|376.13107	-1.31126|5.0202|5.0202	AUNGANRZJHBGPY|DQRASXJVUGKWKG|BELWAPDLROYTBA	Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C|CC1(C)C=Cc2cc3c(=O)c4ccc5c(c4oc3c(O)c2O1)OC(C)(C)C=C5|CC1(C)C=Cc2c(cc(O)c3c(=O)c4c5c(ccc4oc23)OC(C)(C)C=C5)O1	0001249|0003521|0003521	Pteridines and derivatives|Benzopyrans|Benzopyrans	Flavins|Pyranoxanthones|Pyranoxanthones	Alkaloids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Pseudoalkaloids|Xanthones|Xanthones	pteridine alkaloids|Plant xanthones|Plant xanthones	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1007/S00299-017-2236-7 $ 10.1016/S0895-3988(08)60012-4 $ 10.3390/MOLECULES25092099 $ 10.1016/J.DIB.2020.106469 $ 10.3390/METABO4030599 $ 10.1016/S2221-1691(12)60050-1 $ 10.1002/PRAC.19923340405 $ 10.1007/BF02854349 $ 10.3136/NSKKK.48.606 $ 10.1016/S0031-9422(00)00013-3 $ 10.1016/J.JEP.2016.03.006|10.3390/MOLECULES16075647 $ 10.3390/MOLECULES16097249|10.1021/NP500364X $ 10.1021/NP5002797 $ 10.3987/R-1983-02-0213 $ 10.1016/0031-9422(89)80058-5 $ 10.1055/S-2007-969682	0.00038000000000693|-0.00735026000006656|-0.00735026000006656	||	1|49|50	1|2|3	0.631589710712433|0.00875494256615639|0.00720391236245632	0.4|0.4|0.4	1|0.75|0.75	0.576896269937177|0.327743139013544|0.327226128945644	0.576896269937177
184	185	177.05532964160042	2.727761	C10H8O3|C10H8O3|C10H8O3	ISDB|ISDB|ISDB	25|24|30	0.27192097902298|0.25270277261734|0.237935528159142	176.04734|176.04734|176.04734	1.8016|2.2539|1.80702	LIIALPBMIOVAHH|AOBPPVSKOQIAKW|ZITAYGQELJKBFR	COc1ccc2ccc(=O)oc2c1|COc1cc2cc(C=O)ccc2o1|Cc1cccc2oc(O)cc(=O)c12	0000145|0000301|0000145	Coumarins and derivatives|Benzofurans|Coumarins and derivatives	Coumarins and derivatives|Benzofurans|Coumarins and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Polyketides	Coumarins|notClassified|Chromanes	Simple coumarins|notClassified|Chromones	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1002/(SICI)1099-1026(199701)12:1<47::AID-FFJ610>3.0.CO;2-7 $ 10.1016/0031-9422(83)85052-3 $ 10.1016/S0031-9422(01)00415-0 $ 10.4268/CJCMM20141334 $ 10.1007/BF00566073 $ 10.1007/BF00598183 $ 10.1007/S10600-009-9330-1 $ 10.3987/COM-08-11630 $ 10.1248/CPB.58.61 $ 10.1016/0031-9422(92)80176-F $ 10.1002/FFJ.1172 $ 10.1007/BF02319574 $ 10.1055/S-0028-1097913 $ 10.1016/J.PHYTOCHEM.2006.03.016 $ 10.1021/NP020018I $ 10.1016/0031-9422(81)80032-5 $ 10.1021/NP50102A017 $ 10.1016/S0040-4020(01)90430-2 $ 10.1021/NP50110A009 $ 10.1016/J.PHYTOCHEM.2005.07.016 $ 10.1248/CPB.47.1436 $ 10.1016/S0031-9422(00)88402-2 $ 10.1016/0031-9422(90)85418-F $ 10.1139/B71-295 $ 10.1021/JF053071W $ 10.1007/BF00595083 $ 10.1021/NP960422F $ 10.1016/S0031-9422(00)80348-9 $ 10.1080/14786419.2010.551769 $ 10.1021/NP50090A006 $ 10.1021/NP9904962 $ 10.1007/S10600-011-9810-Y $ 10.1021/JF025929C $ 10.1590/S0102-695X2008000100002 $ 10.1007/BF00630133 $ 10.1016/0031-9422(88)80060-8 $ 10.1016/S0031-9422(00)82632-1 $ 10.1007/BF00579084 $ 10.1248/CPB.38.2283 $ 10.1016/S0031-9422(01)00347-8 $ 10.1007/BF00630189 $ 10.1016/S0031-9422(00)97306-0 $ 10.1016/0031-9422(82)80131-3 $ 10.1007/BF01516427 $ 10.1021/NP50022A028 $ 10.1002/JLAC.198619861208 $ 10.1007/BF01041730 $ 10.1021/NP010091T $ 10.1055/S-2006-961706 $ 10.1021/NP50046A040 $ 10.1016/S0031-9422(00)97294-7 $ 10.1016/S0031-9422(98)00519-6 $ 10.1002/MCS.1047 $ 10.3109/13880209009082799 $ 10.3390/MOLECULES22020289 $ 10.1016/S0021-9673(01)86861-8 $ 10.1135/CCCC19591554 $ 10.1076/PHBI.35.2.121.13280 $ 10.1007/BF00570201 $ 10.1007/BF02059594 $ 10.1021/NP50120A010 $ 10.1007/978-94-007-1088-7 $ 10.1007/BF00629946 $ 10.1002/JSFA.8876 $ 10.1016/J.EJMECH.2008.06.003 $ 10.1016/0021-9673(95)00248-L $ 10.1016/S0031-9422(00)80692-5 $ 10.1016/S0031-9422(00)83589-X $ 10.1021/NP50109A010 $ 10.1055/S-0028-1088397 $ 10.1016/0031-9422(81)83109-3 $ 10.1016/J.PHYTOCHEM.2005.11.006 $ 10.1021/NP500861U $ 10.1007/BF00599015 $ 10.1080/14786411003754223 $ 10.1021/NP50021A026 $ 10.1021/JF0259361|10.1021/NP700719E|10.1055/S-2006-962334	-0.000679883999993081|-0.000679883999993081|-0.000679883999993081	||	2|5|6	1|2|3	0.27192097902298|0.25270277261734|0.237935528159142	0.4|0.4|0.4	1|1|1	0.45700669270736|0.45060062390548|0.44567820908608	0.45700669270736
185	186	189.1276817468853	2.736039	C13H16O|C13H16O|C13H16O	ISDB|ISDB|ISDB	55|50|41	0.256965756416321|0.217520371079445|0.206710577011108	188.12012|188.12012|188.12012	2.7866|2.2865|2.2865	YPBIZYVRZQWVOM|AAOBYDYOAZKODR|GEENZQOWBUUIOA	C=CCCC1(O)CCc2ccccc21|C=CCC(O)C=CC#CC#CCCC|CC=CC#CC#CC=CC(O)CCC	0000027|0001334|0001334	Indanes|Fatty Acyls|Fatty Acyls	Indanes|Fatty alcohols|Fatty alcohols	|Fatty acids|Fatty acids	|Fatty acyls|Fatty acyls	|Fatty alcohols|Fatty alcohols $ Hydrocarbons	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.4103/0973-1296.137371|10.1002/JLAC.198319830514|10.1002/CBER.19600930433	-0.000308867999990525|-0.000308867999990525|-0.000308867999990525	||	3|4|5	1|2|3	0.256965756416321|0.217520371079445|0.206710577011108	0.4|0.4|0.4	1|1|1	0.45202161850514|0.438873156726181|0.435269892036736	0.45202161850514
186	187	353.0880760114623	2.7376084	C16H16O9|C17H17ClO6|C17H17ClO6	ISDB|ISDB|ISDB	174|47|71	0.306653290987015|0.064310148358345|0.0369463004171848	352.07943|352.07137|352.07137	-1.5799|2.8103|3.3049	ITENTBHADJNDDH|DDUHZTYCFQRHIY|FLTPZMNZFNPZAZ	O=C(C=CC1=CC(=O)C(=O)C=C1)OC1CC(O)(C(=O)O)CC(O)C1O|COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O|COc1c2occc2c(OCC(O)C(C)(C)Cl)c2ccc(=O)oc12	0002512|0000301|0002833	Organooxygen compounds|Benzofurans|Coumarins and derivatives	Quinic acids and derivatives|Benzofurans|8-methoxypsoralens	Shikimates and Phenylpropanoids|Polyketides|Shikimates and Phenylpropanoids	notClassified|Aromatic polyketides|Coumarins	notClassified|Griseofulvins|Furocoumarins	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.PHYTOCHEM.2013.07.003|10.1021/ACS.JNATPROD.6B00011|10.1248/CPB.50.115	-0.00139190800007327|-0.00945805599997129|-0.00945805599997129	||	1|6|10	1|2|3	0.306653290987015|0.064310148358345|0.0369463004171848	0.4|0.4|0.4	1|1|0.5	0.468584130028705|0.387803082485815|0.295598716755678	0.468584130028705
187	188	207.13861472310342	2.7410853	C13H18O2|C13H18O2|C13H18O2	ISDB|ISDB|ISDB	40|46|43	0.33073878288269|0.321635961532593|0.255875319242477	206.13068|206.13068|206.13068	2.9609|2.8184|3.55832	ZXFNOEJFYLQUSB|VBTAKMZSMFMLGT|CCGNVBQNOBXWAI	CC(=O)OC(C)(C)CCc1ccccc1|CC(C)C(=O)OCCCc1ccccc1|C=C(C)C1CCC(C)(c2ccc(C)o2)O1	0002279|0002279|0004144	Benzene and substituted derivatives|Benzene and substituted derivatives|Heteroaromatic compounds	Benzene and substituted derivatives|Benzene and substituted derivatives|Heteroaromatic compounds	|Fatty acids|Polyketides $ Terpenoids	|Fatty esters|notClassified	|Wax monoesters|notClassified	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0031-9422(81)80135-5|10.1080/10412905.1991.9697949|10.3891/ACTA.CHEM.SCAND.28B-0528	-0.000644184000009318|-0.000644184000009318|-0.000644184000009318	||	14|17|34	1|2|3	0.33073878288269|0.321635961532593|0.255875319242477	0.4|0.4|0.4	1|1|1	0.476612627327263|0.473578353543897|0.451658139447192	0.476612627327263
188	189	443.2974266604341	2.7459667000000003	C23H46O4Si2|C20H38N6O5|C24H42O7	ISDB|ISDB|ISDB	127|161|76	0.0257613398134708|0.351986289024353|0.0198344886302948	442.29346|442.29037|442.29305	6.6866||3.7898	PBTWULIMTCPHSZ|OLNJKAXRBXUBTB|ARDYSKFJCQGKCQ	C=CCCCCCCCCC1CC(CC(CO[Si](C)(C)C)O[Si](C)(C)C)C(=O)O1|CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)O|CCOC(=O)C(C)C1CCC(CC(CC)OC(=O)C(C)C2CCC(CC(O)CC)O2)O1	0001245||0000346	Lactones||Carboxylic acids and derivatives	Gamma butyrolactones||Dicarboxylic acids and derivatives	Polyketides||Polyketides	notClassified||Polyethers	notClassified||Macrotetrolides	Magnoliopsida||	10.1016/S0031-9422(00)86797-7||	0.0033390119999126|0.000244316000021172|0.00292968399992333	||	3|1|4	1|2|3	0.0257613398134708|0.351986289024353|0.0198344886302948	0.4|0|0	1|0|0.5	0.374953479637523|0.117328763008118|0.0896945792931813	0.374953479637523
189	190	187.07632662481828	2.7478054	C12H10O2|C12H10O2|C12H10O2	MassBank - 2023.11|ISDB|ISDB	4|16|14	0.181642323732376|0.114660114049912|0.112304218113422	186.06808|186.06808|186.06808	2.61522|2.16372|2.32032	PEYODCCEJQCEBL|DKHAQNNRAKURNG|YZACZIYTZCJVSN	Cc1cc(=O)cc(-c2ccccc2)o1|CC1=Cc2cccc(C)c2C(=O)C1=O|CC1=CC(=O)c2ccc(C)cc2C1=O	0000481|0000153|0000153	Pyrans|Naphthalenes|Naphthalenes	Pyranones and derivatives|Naphthoquinones|Naphthoquinones	Polyketides|Polyketides|Polyketides	Cyclic polyketides|Naphthalenes|Naphthalenes	4-pyrone derivatives|Naphthoquinones|Naphthoquinones	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.FITOTE.2011.04.006|10.1016/S0031-9422(98)00183-6|10.1248/CPB.40.2083 $ 10.1248/CPB.52.714 $ 10.1248/CPB.33.5355 $ 10.1248/CPB.12.533 $ 10.1039/J39680000857 $ 10.1021/NP960006V $ 10.1002/PCA.2800060303 $ 10.1007/BF02975157 $ 10.1007/BF00602667 $ 10.1016/J.PHYTOCHEM.2007.09.007 $ 10.1007/BF00602666	-0.000900000000001455|-0.000944440000012037|-0.000944440000012037	||	3|6|8	1|2|3	0.181642323732376|0.114660114049912|0.112304218113422	0.4|0.4|0.4	1|0.5|0.5	0.426913807610492|0.321503321299921|0.320718022654424	0.426913807610492
