row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,
219,282.9016244431124,0.52901804,,,,,,,,,,,21942.42,16201.368,17225.314,30117.79,31123.877,0,0,16028.505,11679.369,13301.282,19565.29,0,0,20595.455,0,17540.166,0,0,14451.647,0,14288.527,0,0,20337.629,13651.01,12889.639,0,6130.3535,14349.599,12835.384,10621.558,22125.56,16976.2,9947.671,12916.958,14391.425,12001.5,20027.162,29288.066,
221,139.96331545418195,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579721.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,142.9617517939414,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232598.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
231,159.96917393011734,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935964.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,180.989734628796,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192402.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244,246.86186255308968,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322114.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
249,259.8937669110869,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108880.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,264.8726292914198,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224633.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,276.896514208872,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185026.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,285.89325592317186,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356494.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,286.89254936472787,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50596.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,287.88854887578805,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860490.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,288.89064941009065,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258897.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,304.8912146783534,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202966.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,305.8992227795239,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266988.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,318.79168722350556,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203754.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,326.91975424958997,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64492.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,328.91502737332195,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,336.80228830498015,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171815.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,359.8182687135738,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118673.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,363.78901323692554,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111458.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,364.79733626607407,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161280.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,404.8159823540667,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80325.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,436.72730496796163,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49675.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,462.72693662874764,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44952.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,464.7221939411942,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175172.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,481.7248757976742,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64929.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,505.7489581024123,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,582.6570353640562,0.5299523,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89479.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,298.8791386954322,0.531949,,,,,,,,,,,25062.234,35223.32,0,22384.945,38791.234,0,0,0,0,6530.093,16573.332,0,0,0,0,10970.119,0,0,15127.746,0,0,0,0,0,10964.78,0,0,0,5986.0513,0,0,0,12169.962,0,0,0,0,26275.531,0,
339,266.15975214021694,0.53942287,,,,,,,,,,,0,34809.94,48952.08,0,0,16161.076,27131.16,28424.363,0,0,0,144267.8,82590.84,0,12326.454,0,12976.506,0,0,0,66558.54,15491.527,0,9111.571,23928.59,8846.342,153624.36,101756.56,11828.125,0,21997.559,0,0,45467.746,0,0,33744.63,0,0,
347,200.0004003862219,0.5408709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71717.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,550.7633205878471,0.54239213,,,,191,,,,,,,0,0,9992.399,30493.15,42731.195,0,0,0,0,0,0,0,0,14802.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8297.696,0,0,15625.835,15069.993,0,0,0,0,30202.965,0,
361,131.54240428855556,0.54252124,,,,418,,,,,,,0,18917.354,24678.697,12376.469,25039.602,115756.29,67671.7,69906.94,21066.709,29576.576,0,0,0,0,0,38315.34,14743.395,88522.59,34502.93,0,47288.703,41200.906,43574.77,117846.7,0,86335.16,20720.17,14135.545,24683.344,49625.188,17755.348,18978.979,0,110650.016,38724.867,0,67494.516,0,67777.0,
374,332.99781051011564,0.5446647,,,,418,,,,,,,19166.076,18919.328,17584.041,9082.085,0,74429.734,0,27546.49,0,16059.277,0,0,0,0,24830.475,25267.39,0,37351.33,0,0,23640.172,0,0,71543.984,14696.68,14736.467,0,0,0,9419.952,0,10205.1,0,89758.305,10270.403,0,36137.24,0,29754.72,
381,252.88254510779058,0.54589844,,,,191,,,,,,,18876.621,53107.55,32762.682,81959.23,102188.75,0,19445.283,20304.31,22387.367,20808.145,48886.363,19795.855,11290.662,51475.137,17042.334,38760.527,0,0,29676.984,0,21238.541,0,10805.443,21854.957,13646.939,13943.797,0,10832.821,0,21958.668,0,56820.54,0,0,21027.133,22778.64,11625.896,74425.68,35674.12,
383,317.020521267626,0.54664874,,,,418,,,,,,,0,0,0,0,0,35775.83,13282.765,21795.826,0,0,0,0,0,0,14074.563,0,0,19794.293,0,0,0,0,0,36328.496,0,0,0,0,0,0,0,0,0,52738.22,0,5881.874,24665.898,0,0,
384,319.03608430946787,0.54666114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13573.3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48234.055,0,0,0,0,0,0,0,0,0,0,0,0,
385,335.01361407503384,0.54666114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,26201.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36845.56,0,0,0,0,0,0,0,0,0,0,0,0,
390,265.0232678983165,0.54796654,,,,418,,,,,,,0,364406.7,284219.44,129535.39,0,0,192488.98,0,85370.87,144497.03,165735.64,72414.7,39487.223,57340.97,167167.56,195625.2,49609.098,242018.3,271356.9,0,195098.56,0,0,304933.25,0,0,41684.977,39195.54,58537.594,0,0,159698.8,174877.27,456618.16,0,0,0,157364.98,0,
396,249.0461505017595,0.5491366,,,,418,,,,,,,58915.242,62332.758,131930.31,70901.414,40832.508,517831.7,255395.9,308086.53,60130.035,122063.61,104429.61,52485.086,153334.75,43826.992,236859.52,158863.28,80955.52,307114.0,114154.53,0,212572.8,188324.73,124250.18,345694.2,83336.89,281380.5,87087.59,83224.734,63457.336,156141.08,82318.18,62508.96,0,491006.66,144121.11,160657.9,352455.78,46242.477,137206.22,
399,236.90495147564286,0.5496205,,,,,,,,,,,0,18228.984,30945.662,91943.11,62869.7,12186.348,48595.5,68632.586,40886.38,38828.26,50935.3,28533.781,75762.125,76005.55,40215.45,53640.87,31047.043,17578.658,28726.102,0,43838.016,73784.59,75353.91,48964.043,16747.69,79355.11,20763.818,45919.676,82282.875,68933.79,116302.6,42171.176,47554.133,12001.3955,49914.297,50001.434,39334.676,52880.1,57084.777,
400,404.8278441831184,0.549724,,,,195,,,,,,,0,0,0,43438.082,26297.908,0,0,17244.547,12380.723,11284.784,15427.071,0,0,31749.293,0,16715.014,10919.164,0,0,0,10687.022,22543.059,28296.342,0,0,19140.137,0,17708.816,37080.24,24220.398,63736.496,13666.931,21812.348,0,0,0,0,20171.121,0,
402,267.0385448847547,0.5501056,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,226824.06,0,0,0,0,131999.02,0,0,0,0,0,0,0,327686.06,0,215799.72,0,0,0,0,0,0,0,0,0,0,0,0,
408,201.05141263136363,0.5502462,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164468.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
414,139.53109545454842,0.5510126,,,,418,,,,,,,41765.773,166742.05,109796.34,49254.63,67002.75,154627.73,69944.88,65879.38,33874.47,61017.37,68185.516,29939.998,13219.734,0,62043.43,81703.5,25468.045,109337.27,126674.25,0,75462.266,13735.659,0,132675.25,48790.266,38395.11,17875.633,11857.517,20329.371,39470.27,10798.425,66831.82,0,193238.58,36053.24,0,75801.87,62067.22,78040.97,
418,122.53720573203464,0.55114806,,,,418,6,[M+NH4]+,,2,398;418,104.50388,0,0,17158.95,0,0,79979.64,39491.984,47788.11,0,19581.281,12479.012,6550.299,16333.958,0,33850.58,0,15194.35,48066.246,0,0,33863.426,22692.375,0,85883.57,10790.353,41694.55,12306.711,0,7372.6963,0,0,0,0,105611.98,0,0,53060.51,0,0,
423,320.8663569456487,0.5513754,,,,268,,,,,,,0,17851.54,32514.914,165812.03,99968.08,0,46868.926,73227.55,53576.465,47988.613,66327.734,27639.057,118022.57,130302.695,32804.066,71100.586,39546.695,0,32166.658,0,48684.438,0,112328.875,33046.848,15131.807,87560.125,17503.928,67305.51,124985.37,93942.484,0,57989.793,72198.36,0,62426.668,52150.074,32729.555,85620.734,53907.77,
428,336.84372934355815,0.5520154,,,,191,,,,,,,0,65938.92,55268.97,172121.81,167386.36,0,33019.11,38904.93,43197.816,39678.08,84940.555,38657.05,26365.885,106256.18,22204.324,73608.65,0,0,52648.49,0,36462.08,13815.209,20908.174,22086.523,23420.734,21432.607,0,23026.768,72211.87,45422.61,58035.688,88195.97,88741.125,0,39612.117,37261.645,21158.043,149323.98,43325.734,
433,488.78930764719576,0.5523388,,,,195,,,,,,,0,0,0,33911.72,19948.67,0,0,11024.994,0,0,0,0,22574.79,24804.895,0,10948.699,0,0,0,0,6846.882,15949.845,0,0,0,0,0,13565.647,30761.082,17223.125,56559.168,8267.945,17848.275,0,8394.8955,0,0,13092.514,0,
443,504.76656071935906,0.55398047,,,,191,,,,,,,0,0,9734.13,32105.611,32516.332,0,0,0,0,0,15474.421,0,0,21256.396,0,12023.568,0,0,8072.3945,0,0,0,0,0,0,0,0,5548.2183,18135.85,9537.519,17549.129,12955.479,16795.477,0,0,0,0,27019.744,0,
448,420.80516329445504,0.5541875,,,,191,,,,,,,0,14536.219,0,55873.863,54213.508,0,0,12381.758,12309.615,0,26092.305,0,0,33915.94,0,22334.297,9743.79,0,13965.711,0,9549.639,0,0,0,0,0,0,8401.958,25687.283,13478.367,23394.63,23524.588,30069.537,0,9256.196,0,0,44995.414,0,
454,348.98504538442216,0.5549638,,,,,,,,,,,0,0,52274.84,26257.914,46883.33,0,0,27288.576,20008.963,26284.564,0,0,8906.166,14579.481,0,32414.48,0,0,0,0,0,0,0,0,0,19047.52,0,0,21965.547,0,13225.845,0,0,0,20008.064,0,23432.691,23909.582,0,
456,287.00151851170256,0.55513626,,,,,,,,,,,0,0,21799.95,16687.525,18182.799,22787.213,41066.99,58240.535,18820.395,25430.533,19868.682,8092.041,36640.664,11589.002,27370.363,28303.607,12754.691,26813.34,20632.639,0,31182.38,42302.832,35200.39,47051.37,0,58716.867,0,24987.44,28417.604,0,34400.094,0,32171.383,26253.547,0,34630.555,46453.555,0,30403.93,
458,131.53364607257342,0.55542326,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,72698.69,0,0,0,0,31292.246,0,0,0,0,0,0,0,85078.28,0,51975.37,0,0,0,0,0,0,0,0,0,0,0,0,
460,251.06124077106378,0.5554925,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,122226.64,0,0,0,0,124213.22,0,0,0,0,0,0,0,124883.25,0,258271.6,0,0,0,0,0,0,0,0,0,0,0,0,
468,123.5449136020216,0.55655295,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47539.668,0,0,0,0,0,0,0,66418.0,0,89377.83,0,0,0,0,0,0,0,0,0,0,0,0,
474,236.07965423252054,0.5569681,,,,,,,,,,,0,0,120788.88,0,0,51208.535,746689.6,276621.75,22103.602,0,705333.25,0,29958.244,38727.152,46600.785,0,0,0,54744.035,0,113797.13,148013.89,59310.625,22964.35,0,62638.7,53629.887,0,570249.8,0,45941.5,188788.64,109353.836,0,361760.72,33776.062,146755.7,0,229243.39,
476,301.0604430880247,0.5573559,,,,418,,,,,,,0,0,18008.896,0,0,58774.16,16974.285,28062.416,0,0,0,0,0,0,0,14736.523,0,0,20393.406,0,23056.99,0,0,23690.75,0,0,0,0,0,8514.927,0,0,0,71477.13,0,0,42146.848,0,0,
487,208.8840189635729,0.5589349,,,,449,,,,,,,0,0,0,35541.312,21074.945,0,0,8123.8477,12312.463,7760.154,12344.475,0,23008.934,34075.758,0,11902.957,0,0,0,0,0,10702.154,20123.387,0,0,0,0,19908.625,27567.0,16785.246,48890.777,13344.292,17173.95,0,7903.2734,0,0,28498.951,0,
491,542.7315603312377,0.5593159,,,,449,,,,,,,0,0,0,38738.715,22668.35,0,0,0,0,0,0,0,38032.39,47368.74,0,0,0,0,0,0,0,15761.898,29641.562,0,0,0,0,33477.88,51402.453,0,96750.516,0,21863.227,0,0,0,0,27314.158,0,
492,292.84529506582766,0.55958915,,,,449,,,,,,,0,0,16448.346,90360.52,52847.77,0,0,21935.238,32270.877,18819.105,37413.89,9777.23,63210.61,90550.29,0,34136.934,0,0,0,0,0,35641.492,54208.355,0,0,21005.447,0,60136.504,80177.94,44451.88,140143.31,30680.125,40827.78,0,24243.07,13608.002,0,61995.668,0,
497,401.096461876768,0.55986583,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,40268.418,0,0,0,0,0,0,0,0,0,0,0,0,85443.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
500,206.88600325453075,0.56018007,,,,449,,,,,,,0,22024.566,33699.973,167109.28,104551.51,0,26798.434,43131.855,64499.953,37386.42,70679.65,25608.764,103080.72,171744.66,15415.25,61009.645,36340.688,0,30399.234,0,30034.158,63377.062,92400.336,0,0,39373.6,0,89574.83,132191.1,75355.42,219993.25,65028.117,80824.72,0,46528.387,29416.889,16604.049,121749.41,21459.959,
502,290.8472791091507,0.5605195,,,,449,,,,,,,0,30670.92,61230.312,324341.8,190550.19,0,40728.72,86982.4,121988.92,70267.266,132155.88,35142.246,229935.53,335395.28,24770.797,119343.67,53755.824,0,52733.01,0,54798.586,122230.09,192732.14,18018.797,16394.66,73434.766,12203.319,201095.77,282572.22,155120.66,476357.4,108969.11,160105.81,0,86645.66,53391.79,33888.918,229088.6,29418.543,
507,374.808565767017,0.56105804,,,,449,,,,,,,0,0,0,27903.09,15564.393,0,0,0,0,0,0,0,22236.639,29429.781,0,0,0,0,0,0,0,9515.037,17656.598,0,0,0,0,19177.055,26572.986,0,46451.383,8572.431,14145.489,0,0,0,0,16973.506,0,
508,458.7700258980813,0.5610971,,,,449,,,,,,,0,0,0,44513.26,26624.57,0,0,0,16674.693,0,20267.676,0,43393.016,53841.984,0,0,0,0,0,0,0,21562.922,32040.117,0,0,0,0,40376.598,50787.438,25016.492,101342.39,0,26967.725,0,0,0,0,32337.523,0,
514,445.086694573288,0.5622833,,,,418,,,,,,,0,84134.266,159147.88,27173.822,0,233079.8,65401.195,74143.8,20351.414,45787.72,46969.945,0,0,0,44483.277,70341.51,0,107909.305,116331.83,0,82726.91,0,0,104540.19,0,25205.543,0,28549.902,8152.382,30183.113,0,0,58515.227,324240.7,26666.156,38886.348,113195.74,0,0,
519,122.92470773566498,0.5630739,,,,449,,,,,,,0,33805.324,41059.902,133063.5,86207.88,0,31913.98,52628.895,71189.16,46604.914,73824.805,37503.8,104683.36,140438.17,23915.979,68576.93,46262.188,0,40991.24,0,40896.46,75505.69,96062.39,21607.756,23391.217,47220.098,16570.963,98499.78,109048.71,88000.45,182034.16,70082.195,89652.836,0,59170.8,43126.3,27416.885,113716.586,32854.426,
522,130.52587279967773,0.5634188,,,,418,,,,,,,30362.447,81334.055,77111.99,0,0,110736.02,36942.34,32436.44,0,32843.387,36007.805,0,0,0,28874.742,44490.86,17866.469,47450.492,57638.668,0,41409.156,0,0,90720.375,35239.273,0,12010.177,6815.0703,8488.846,0,0,32839.992,28856.152,145542.8,0,26048.432,41627.215,43665.184,29093.008,
523,193.06321830031078,0.56349355,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,91656.555,0,0,0,0,107684.664,0,0,0,0,0,0,0,105548.72,0,119909.445,0,0,0,0,0,0,0,0,0,0,0,0,
529,447.1024786040527,0.56432873,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,33581.695,0,0,0,0,0,0,0,0,0,0,0,0,65034.92,0,33802.098,0,0,0,0,0,0,0,0,0,0,0,0,
531,292.933774814534,0.5644387,,,,755,,,,,,,0,0,0,25919.018,0,0,0,0,9902.805,0,0,0,0,55070.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18012.912,0,0,0,0,0,9319.136,0,
533,302.98790643171577,0.5648411,,,,454,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,101348.305,0,0,0,24072.014,0,0,0,0,0,0,0,0,0,0,87088.76,0,0,0,0,0,0,0,0,0,0,0,
540,449.1176500746186,0.5661857,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,170816.08,0,0,0,0,124850.445,0,0,0,0,0,0,0,245441.11,0,184111.95,0,0,0,0,0,0,0,0,0,0,0,0,
542,261.92813582748266,0.56628126,,,,567,10,[M+K]+,,2,542;594,222.96496,0,0,0,25367.85,0,0,0,0,28250.406,0,25650.469,0,0,41822.215,0,19588.273,0,0,10435.365,0,10105.944,0,14009.029,0,0,0,0,0,10947.823,11007.517,0,0,8683.027,0,15957.445,0,0,0,0,
545,251.030906265481,0.5671054,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,36392.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67723.16,0,
551,256.98242556801955,0.56820184,,,,454,9,[2M+H]+,,2,544;551,127.9876,0,13974.734,39469.133,65287.438,0,0,0,56769.312,32070.27,37713.473,56389.223,16947.197,126883.29,48918.34,14455.085,57911.586,29706.908,0,27761.484,0,34413.105,70927.15,52996.87,18189.357,0,24476.184,0,119836.78,0,49233.094,89216.6,23793.525,43172.562,0,30053.416,0,33437.465,43026.15,0,
561,181.96173045911505,0.56912005,,,,,,,,,,,0,0,11242.189,0,0,0,0,4651.0073,13357.564,0,12666.87,0,0,0,0,12585.803,0,0,0,0,9620.862,0,40714.336,0,0,0,0,0,7190.9727,11636.362,0,14741.507,0,0,0,0,0,0,0,
564,282.0870025262993,0.56971395,,,,418,,,,,,,0,0,61065.4,29838.576,0,218566.14,56141.85,192992.44,0,61389.2,23868.307,0,195731.95,0,42231.258,70577.945,0,88216.24,54629.4,0,86220.734,180112.19,33579.04,98765.54,0,44842.12,0,157154.47,0,41117.957,0,0,26765.459,371714.53,34080.586,0,367882.4,0,0,
565,302.9890162005553,0.56979424,,,,,,,,,,,0,0,20526.598,35959.51,15796.781,0,0,46334.863,34748.617,0,37380.066,0,0,28210.48,11405.919,42004.973,0,0,17443.604,0,26596.107,53641.613,47433.27,10746.547,0,24269.758,0,0,29662.152,47237.152,80506.32,14141.786,37628.04,0,0,0,20921.068,24758.346,0,
569,222.9881618482794,0.5714227,,,,567,10,[M-H2O+NH4]+,,2,569;594,222.96496,0,16510.176,31454.613,49377.906,0,0,0,0,166707.53,0,63138.918,0,24171.521,108837.71,36768.254,62807.375,0,9372.504,5751.3765,0,0,0,70738.445,0,0,0,0,79656.36,10563.008,67405.89,0,98137.2,15719.77,0,51751.953,11311.533,0,47616.035,0,
570,202.05970758910757,0.57157475,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,331575.1,0,0,0,0,310208.66,0,0,0,0,0,0,0,414092.22,0,272336.84,0,0,0,0,0,0,0,0,0,0,0,0,
571,212.85174144467044,0.57166487,,,,,,,,,,,0,0,0,0,0,0,0,0,22590.082,0,0,9447.772,59584.316,0,0,0,28415.883,0,0,0,0,101335.73,62458.703,0,0,14604.303,0,30423.295,25883.613,31084.838,104090.875,0,14943.111,0,0,14480.68,0,0,0,
572,280.8184488150777,0.57170635,,,,1127,,,,,,,0,0,0,28339.256,0,0,0,0,0,0,0,0,18385.816,17299.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26403.164,0,
576,208.97259007227277,0.5723456,,,,614,,,,,,,0,20652.268,0,115710.125,0,0,0,0,54095.27,0,0,0,0,213871.38,0,0,0,0,0,0,0,0,0,0,0,0,0,13709.086,0,0,0,91103.836,0,0,16903.32,0,0,47829.906,0,
580,213.07481897264253,0.5727292,,,,16,,,,,,,70670.44,0,0,0,0,0,0,0,24645.85,0,0,0,0,99927.48,0,0,0,0,0,0,0,0,0,0,0,0,0,12722.693,0,0,0,28929.29,0,0,0,0,0,204878.22,0,
582,314.8494028492366,0.5729874,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72921.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
591,387.13393347531417,0.57424814,,,,312,,,,,,,0,0,0,0,0,0,0,0,0,0,0,103508.57,0,0,0,0,149067.72,0,0,0,0,0,0,0,106108.555,0,224922.97,0,0,0,0,0,0,0,0,0,0,0,0,
594,223.97226087477628,0.5755099,,,,567,10,[M+H]+,,2,569;542,222.96496,0,20870.812,38717.13,50792.23,0,0,10668.803,0,68615.71,27236.525,58461.35,7908.0864,0,92630.3,24816.338,58364.477,11091.614,0,0,0,27179.219,0,29200.883,0,0,13051.783,0,30188.664,22527.871,23074.793,0,40793.28,0,0,45147.637,16137.601,0,42238.277,0,
595,192.0554012746568,0.5755567,,,,418,,,,,,,82131.22,54803.027,100191.055,58832.223,43995.61,330405.78,136688.52,154674.36,0,92565.06,63724.664,17578.172,80643.62,24963.031,151786.81,79756.836,0,214265.08,95499.23,0,112889.95,108790.68,74662.75,255682.47,36857.67,182874.78,48814.63,65089.406,0,81081.52,0,41827.41,66348.72,332727.06,97089.984,133781.34,226498.81,36780.188,121443.29,
