id	molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus
1343	C4H12BNO3	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
7233	C21H20O11	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
1511	C40H56O6	[M + H]+	Terpenoids	Carotenoids (C40)	Tetracyclic diterpenoids
2751	C15H25NO5	[M + H]+	Terpenoids	Sesquiterpenoids	Bergamotane sesquiterpenoids
2626	C14H15NO4	[M + H]+	Alkaloids	Cyclic polyketides	Simple amide alkaloids
3271	C6H12O7P2	[M + Na]+	Terpenoids	Fatty esters	Acyclic monoterpenoids
1369	C27H47O12P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphoinositols
4200	C30H46O3	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
9	C9H18N3O5P	[M + Na]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
6358	C14H12O6	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
3826	C32H39NO18	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
6354	C12H25NO11	[M + H]+	Amino acids and Peptides	Saccharides	Disaccharides
6537	C16H18O8	[M + Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
3477	C15H18N2O5	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
1042	C19H38O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
1942	C8H17FO	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
2354	C15H12O6	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
6531	C53H36N4O6	[M + H]+	Alkaloids	Tryptophan alkaloids	Carboline alkaloids
6496	C35H34O19	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
2716	C18H30O8	[M + Na]+	Fatty acids	Octadecanoids	Jasmonic acids
1808	C18H18N4O5	[M + Na]+	Alkaloids	Pseudoalkaloids	Pyridine alkaloids
6263	C16H24O2	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Estrane steroids
1958	C10H12O6	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
4306	C13H19NO4	[M + K]+	Alkaloids	Tyrosine alkaloids	Phenylethylamines
6567	C29H37NO15	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Anthocyanidins
1061	C21H39NO6	[M + H]+	Fatty acids	Ornithine alkaloids	Open-chain polyketides
233	C13H13NO9	[M + H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
1991	C11H14O4	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
5643	C11H16O5	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
3738	C14H12O6	[M + H]+	Shikimates and Phenylpropanoids	Monoterpenoids	Cinnamic acids and derivatives
1432	C25H30O	[M + H]+	Terpenoids	Steroids	Cyclophytane diterpenoids
1612	C16H25F2N3O4	[M + H]+	Alkaloids	Pseudoalkaloids	Pyridine alkaloids
2211	C10H16N6O5	[M + H]+	Amino acids and Peptides	Small peptides	Purine nucleos(t)ides
2544	C15H21NO5	[M + H]+	Alkaloids	Ornithine alkaloids	Simple indole alkaloids
7000	C22H37N5O6	[M + H]+	Amino acids and Peptides	Fatty amides	Tripeptides
485	C13H18O3	[M + H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
6356	C23H20O11	[M + H]+	Shikimates and Phenylpropanoids	Isoflavonoids	Isoflavones
5784	C35H30N8O5	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
1329	C37H54N2O3S	[M + H]+	Terpenoids	Steroids	Pregnane steroids
6069	C47H56NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
1562	C43H76NO11P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids
2688	C19H19NO5	[M + H]+	Alkaloids	Ornithine alkaloids	Aspidosperma type
3967	C22H36O8	[M + Na]+	Terpenoids	Sesquiterpenoids	Glycosylmonoacylglycerols
1731	C10H10N6O6S	[M + Na]+	Alkaloids	Pseudoalkaloids	Purine nucleos(t)ides
2737	C38H56O6	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
808	C6H15O4P	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
6302	C39H48F2N6O	[M + H]+	Alkaloids	Tryptophan alkaloids	Tropane alkaloids
401	C21H22O10	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
2882	C28H35N7O10	[M + K]+	Alkaloids	Pseudoalkaloids	pteridine alkaloids
6390	C26H28O15	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
1664	C43H83NO10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
464	C20H37NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
3007	C15H27NO6	[M + H]+	Fatty acids	Peptide alkaloids	N-acyl amines
921	C37H55FO4	[M + H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
1780	C16H32O4	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
2958	C23H23FN4O8	[M + H]+	Polyketides	Nucleosides	Purine nucleos(t)ides
2119	C19H21NO4	[M + H]+	Alkaloids	Phenylpropanoids (C6-C3)	Piperidine alkaloids
6340	C21H28O8	[M + Na]+	Polyketides	Aromatic polyketides	Zearalenones
19	C26H37NO11	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
268	C24H43NO12	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)
1272	C9H12O3	[M + H]+	Shikimates and Phenylpropanoids	Monoterpenoids	2-pyrone derivatives
1625	C16H27NO2	[M + H]+	Alkaloids	Lysine alkaloids	Quinolizidine alkaloids
1995	C16H18N2O6	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
231	C38H58N6O9	[M + H]+	Fatty acids	Sphingolipids	Lipopeptides
1475	C20H35NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
6273	C19H23NO4	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
6257	C23H22O13	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
1302	C21H36O3	[M + H]+	Fatty acids	Linear polyketides	Epoxy fatty acids
6215	C38H58FNO3	[M + Na]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
4619	C19H25NO11	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
2416	C16H20N2O6	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
6535	C14H27NO12	[M + H]+	Carbohydrates	Saccharides	Aminosugars
1172	C17H18N2O6	[M + H]+	Alkaloids	Small peptides	Simple oxindole alkaloids
6528	C30H26O13	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins
1039	C16H29NO6	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Acyclic monoterpenoids
6049	C28H28O14	[M + Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
5769	C18H29NO9	[M + H]+	Amino acids and Peptides	Apocarotenoids	Apocarotenoids(ε-)
2534	C9H15FN4O4	[M + Na]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
6856	C29H59N3O3	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
6720	C37H66O13	[M + Na]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
6992	C16H26O8	[M + H]+	Terpenoids	Monoterpenoids	Acyclic monoterpenoids
1813	C9H10O	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1634	C33H65NO5	[M + H]+	Fatty acids	Sphingolipids	Ceramides
1582	C19H39N5O2	[M + K]+	Alkaloids	Ornithine alkaloids	Polyamines
753	C30H38O11	[M + Na]+	Terpenoids	Triterpenoids	Limonoids
2351	C35H69N5O7	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
5823	C25H31NO10	[M + H]+	Alkaloids	Tryptophan alkaloids	Carboline alkaloids
2954	C34H52N6O5	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
219	C13H25N5O2	[M + H]+	Alkaloids	Pseudoalkaloids	Polyamines
2325	C24H40O11	[M + Na]+	Terpenoids	Sesquiterpenoids	Open-chain polyketides
6599	C21H43NO4	[M + H]+	Fatty acids	Sphingolipids	Sphingoid bases
1285	C27H40O3	[M + Na]+	Terpenoids	Steroids	Pregnane steroids
5762	C16H27NO11	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
7170	C32H44N4O12S2	[M + K]+	Amino acids and Peptides	Oligopeptides	Depsipeptides
723	C38H67NO11	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides
6549	C17H29N3O2	[M + H]+	Alkaloids	Ornithine alkaloids	Piperidine alkaloids
6564	C35H44N4O18	[M + Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
6585	C23H40O6	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
1748	C21H26O13	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1306	C12H26BNO4	[M + H]+	Fatty acids	Small peptides	Unsaturated fatty acids
520	C21H43NO2	[M + H]+	Fatty acids	Fatty amides	Unsaturated fatty acids
17	C4H6N6O4	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
6568	C34H37N7O15	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
455	C9H15N4O7P	[M + H]+	Alkaloids	Pseudoalkaloids	pteridine alkaloids
7180	C43H63N3O14	[M + H]+	Polyketides	Macrolides	Depsipeptides
7126	C27H39NO10	[M + H]+	Shikimates and Phenylpropanoids	Tyrosine alkaloids	Linear diarylheptanoids
6265	C28H37ClN8O4	[M + Na]+	Alkaloids	Oligopeptides	Purine alkaloids
4945	C21H34O10	[M + Na]+	Terpenoids	Sesquiterpenoids	Open-chain polyketides
521	C21H38O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
5574	C13H18N2O2	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
2694	C28H55NO12	[M + H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
2306	C21H36O12	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
6514	C17H26O5	[M + H]+	Polyketides	Macrolides	Macrolide lactones
1331	C16H34O3	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
1865	C14H17NO6	[M + H]+	Alkaloids	Tryptophan alkaloids	Pyridine alkaloids
1464	C15H22O	[M + H]+	Terpenoids	Sesquiterpenoids	Eremophilane sesquiterpenoids
1478	C15H21NO2	[M + H]+	Alkaloids	Tyrosine alkaloids	Piperidine alkaloids
2606	C22H28O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
6357	C29H32O15	[M + Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
3227	C15H14O7	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
6994	C24H40O11	[M + Na]+	Terpenoids	Apocarotenoids	Megastigmanes
5757	C18H30O10	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
1357	C21H20O12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
6366	C19H36O7	[M + Na]+	Fatty acids	Linear polyketides	Acyclic monoterpenoids
1650	C11H17N11O2	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
5824	C11H16O6	[M + Na]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
1156	C30H32O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
245	C30H40ClN5O9S	[M + Na]+	Carbohydrates	Oligopeptides	Polyamines
6277	C15H25NO12	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
483	C34H56BN5O4	[M + H]+	Terpenoids	Steroids	Pregnane steroids
234	C43H77NO10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
6889	C18H30O5	[M + Na]+	Fatty acids	Sesquiterpenoids	Open-chain polyketides
1811	C14H20O2	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
2229	C11H19BN2O5	[M + H]+	Alkaloids	Monoterpenoids	Pyridine alkaloids
1436	C26H45NO11	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
5585	C30H51NO4	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
5978	C15H20O9	[M + H]+	Polyketides	Phloroglucinols	Acyl phloroglucinols
3914	C16H19FO5	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Heterocyclic fatty acids
7082	C17H28O5	[M + K]+	Polyketides	Pseudoalkaloids (transamidation)	Fatty alcohols
1370	C20H33B2NO4	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
7150	C9H16N2O8S	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
2782	C38H63NO3	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
1894	C18H33FO4	[M + H]+	Fatty acids	Linear polyketides	Acetogenins
5660	C7H8N2O3S3	[M + Na]+	Amino acids and Peptides	Small peptides	Aminoacids
2967	C19H25NO8	[M + H]+	Alkaloids	Linear polyketides	Open-chain polyketides
2368	C11H18N2O8P2	[M + Na]+	Alkaloids	Small peptides	Phenylethylamines
2521	C20H41B2NO3	[M + H]+	Fatty acids	Monoterpenoids	Pinane monoterpenoids
1316	C20H22O9	[M + Na]+	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes
1367	C32H30N4O7	[M + Na]+	Amino acids and Peptides	Tryptophan alkaloids	Pyridine alkaloids
460	C11H18O5	[M + H]+	Polyketides	Apocarotenoids	Hydroxy fatty acids
5612	C20H30O13	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
6719	C23H44O6	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
6508	C33H60O11	[M + Na]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
7164	C22H37N5O9	[M + H]+	Carbohydrates	Nucleosides	N-acyl amines
87	C18H28O2	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
182	C13H20	[M + H]+	Terpenoids	Sesquiterpenoids	Caryophyllane sesquiterpenoids
7012	C24H46N4O4S	[M + Na]+	Fatty acids	Fatty amides	N-acyl amines
2984	C14H32OP2	[M + H]+	Fatty acids	Fatty acyls	Hydrocarbons
6437	C27H30O15	[M + Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
3817	C26H45NO15	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides
7032	C10H25N5O2	[M + K]+	Alkaloids	Ornithine alkaloids	Polyamines
1597	C17H17N5O4	[M + H]+	Shikimates and Phenylpropanoids	Nucleosides	Purine nucleos(t)ides
6106	C21H39NO6	[M + H]+	Fatty acids	Sphingolipids	Sphingoid bases
4778	C23H40O5	[M + Na]+	Fatty acids	Linear polyketides	Prostaglandins
99	C22H31NO6	[M + H]+	Alkaloids	Tyrosine alkaloids	Dibenzylbutane lignans
465	C13H18O	[M + H]+	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids
53	C27H46O9	[M + Na]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
1517	C20H26O2	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
3729	C19H35NO8	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
2324	C26H34O12	[M + Na]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
5644	C20H22O7	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutyrolactone lignans
7006	C43H73NO9	[M + H]+	Fatty acids	Sphingolipids	Neutral glycosphingolipids
26	C37H64O5	[M + Na]+	Fatty acids	Glycerolipids	Diacylglycerols
6474	C21H37NO8	[M + H]+	Polyketides	Apocarotenoids	Open-chain polyketides
5606	C14H24O6	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
6025	C13H18O3	[M + H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
7055	C14H24O3	[M + H]+	Fatty acids	Octadecanoids	Jasmonic acids
2361	C32H56O6	[M + H]+	Terpenoids	Triterpenoids	Labdane diterpenoids
1843	C12H21NO4	[M + H]+	Fatty acids	Small peptides	Aminoacids
1863	C13H23NO4	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
1772	C30H53NO12	[M + H]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
1129	C15H31ClN4O2	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
113	C9H17NO5	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
1371	C26H28O16	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
2227	C12H16	[M + H]+	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids
1599	C37H67NO7	[M + K]+	Fatty acids	Pseudoalkaloids	Open-chain polyketides
1111	C25H45NO13	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
1105	C23H32N2O5	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
1608	C22H39NO3	[M + H]+	Terpenoids	Monoterpenoids	N-acyl ethanolamines (endocannabinoids)
7175	C24H47NO11	[M + H]+	Fatty acids	Fatty acyl glycosides	Glycosylmonoacylglycerols
1149	C13H18O	[M + H]+	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids
7073	C21H23NO12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Dihydroflavonols
7198	C25H32FN5O9	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
1805	C21H41NO8	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
109	C33H59NO14	[M + H]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
1626	C17H26O4	[M + H]+	Terpenoids	Sesquiterpenoids	Macrolide lactones
1388	C13H22O2	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
1304	C30H60N4O4	[M + K]+	Fatty acids	Fatty amides	N-acyl amines
5208	C19H23FN8O3	[M + H]+	Alkaloids	Tryptophan alkaloids	Dipeptides
6276	C21H35NO16	[M + H]+	Carbohydrates	Saccharides	Disaccharides
247	C21H36O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
6681	C18H27FN6O5	[M + H]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
5673	C15H29NO7	[M + H]+	Alkaloids	Cyclic polyketides	Wax monoesters
1669	C25H22O11	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
7421	C23H45NO3	[M + H]+	Fatty acids	Sphingolipids	Ceramides
5655	C26H34O11	[M + Na]+	Shikimates and Phenylpropanoids	Monoterpenoids	Phenylethanoids
6393	C23H41N5O8S	[M + H]+	Amino acids and Peptides	Small peptides	Tripeptides
2386	C19H25NO3	[M + Na]+	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids
1759	C24H39BF2O3	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
1341	C13H21NO	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
5785	C28H44O4	[M + H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
2975	C27H34O3	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
662	C28H43O3P	[M + H]+	Polyketides	Aromatic polyketides	Catechols with side chains
3102	C44H76NO8P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
7334	C29H52O4	[M + H]+	Terpenoids	Linear polyketides	Cholestane steroids
2347	C26H32O13	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
6587	C29H52NO	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
1284	C32H60BN5O5	[M + Na]+	Amino acids and Peptides	Oligopeptides	Phenylalanine-derived alkaloids
7167	C32H35N9O10	[M + H]+	Amino acids and Peptides	Small peptides	Tripeptides
1777	C28H36N4O4	[M + H]+	Amino acids and Peptides	Small peptides	Cyclic peptides
7092	C12H20O6	[M + Na]+	Polyketides	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
6633	C25H35NO10	[M + H]+	Alkaloids	Lignans	Neolignans
1482	C22H42O2	[M + H]+	Fatty acids	Fatty esters	Wax monoesters
7369	C20H29NO3	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
7364	C22H39NO11	[M + H]+	Alkaloids	Pseudoalkaloids (transamidation)	Aminosugars
1817	C15H29NO2	[M + H]+	Alkaloids	Monoterpenoids	Piperidine alkaloids
4187	C16H28O6	[M + Na]+	Terpenoids	Monoterpenoids	Acyclic monoterpenoids
1787	C41H42N10O10	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
7145	C11H14O5	[M + H]+	Polyketides	Cyclic polyketides	2-pyrone derivatives
12	C13H14O3	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
254	C35H54FN3O4	[M + H]+	Terpenoids	Steroids	Pregnane steroids
2310	C16H33NO8	[M + H]+	Amino acids and Peptides	Monoterpenoids	Acyclic monoterpenoids
7344	C39H65NO4	[M + H]+	Fatty acids	Linear polyketides	Open-chain polyketides
5448	C22H25NO11	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acid amides
2557	C19H31NO11	[M + Na]+	Shikimates and Phenylpropanoids	Fatty acyl glycosides	Cinnamic acids and derivatives
6734	C40H63N5O9S2	[M + H]+	Terpenoids	Oligopeptides	Cyclic peptides
646	C40H64O5	[M + H]+	Terpenoids	Triterpenoids	Catechols with side chains
1321	C40H54O4	[M + H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
7385	C24H39NO5	[M + H]+	Alkaloids	Pseudoalkaloids	N-acyl amines
4021	C20H35NO10	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides
7216	C13H28N3O8PS	[M + Na]+	Fatty acids	Nucleosides	Pyrimidine nucleos(t)ides
2496	C6H13N3O2	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
7058	C36H54O8	[M + H]+	Polyketides	Macrolides	Open-chain polyketides
5600	C28H37NO15	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
5666	C21H25NO12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Cinnamic acids and derivatives
7079	C20H34B3N5O6	[M + K]+	Terpenoids	Small peptides	Pinane monoterpenoids
6901	C22H18O12	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1387	C13H18O2	[M + H]+	Fatty acids	Fatty esters	Unsaturated fatty acids
7422	C18H28O4	[M + H]+	Fatty acids	Octadecanoids	Open-chain polyketides
7036	C42H80NO8P	[M + Na]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
1933	C22H32N2O6	[M + H]+	Alkaloids	Small peptides	Dipeptides
1524	C21H34O6	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides
5758	C36H36O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
1520	C25H52N12O6	[M + H]+	Amino acids and Peptides	Ornithine alkaloids	Aminoglycosides
3011	C21H27N5O6	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
1346	C16H12F2N4O7	[M + H]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
1294	C14H27NO10	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
4203	C30H44O2	[M + H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
6064	C23H47N3O	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
6338	C23H31NO11	[M + Na]+	Alkaloids	Pseudoalkaloids (transamidation)	Pyridine alkaloids
6989	C37H45N5O15	[M + H]+	Alkaloids	Tyrosine alkaloids	Secoiridoid monoterpenoids
5657	C27H40N2O16	[M + H]+	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)	Phenylethanoids
5479	C23H24O11	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
6385	C30H36O10	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins
3145	C15H26ClN3O6	[M + Na]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
1527	C19H38O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
2401	C15H23NO5	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
54	C12H16O3	[M + H]+	Fatty acids	Octadecanoids	Jasmonic acids
663	C20H39NO	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
2511	C9H19FO2	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
7383	C16H30ClN3O9	[M + K]+	Amino acids and Peptides	Ornithine alkaloids	Polyamines
7212	C31H34O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
5589	C38H42N10O8S2	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
6433	C26H33NO11	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
7074	C9H11NO3	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
1124	C4H4FO3P	[M + Na]+	Fatty acids	Fatty acyls	Wax monoesters
1641	C32H51N5O10	[M + H]+	Alkaloids	Pseudoalkaloids (transamidation)	Imidazole alkaloids
6075	C30H33N8O5P	[M + H]+	Alkaloids	Pseudoalkaloids	Imidazole alkaloids
6973	C23H38O11	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
2311	C21H36O12	[M + Na]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
6082	C11H20O4	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
3762	C9H15N3O2	[M + K]+	Alkaloids	Histidine alkaloids	Imidazole alkaloids
6523	C15H26O2	[M + H]+	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids
6679	C24H41NO10	[M + H]+	Terpenoids	Sesquiterpenoids	Amino cyclitols
6043	C21H25NO11	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
2566	C24H38O10	[M + H]+	Terpenoids	Sesquiterpenoids	Pinane monoterpenoids
2500	C20H22O8	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins
1138	C46H68N10O4	[M + H]+	Alkaloids	Oligopeptides	Lipopeptides
2578	C25H37NO10	[M + H]+	Shikimates and Phenylpropanoids	Ornithine alkaloids	Phenylethanoids
6055	C15H21NO7	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
7039	C26H40O12	[M + Na]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
1283	C16H26O2	[M + H]+	Fatty acids	Fatty esters	Lactones
7191	C35H50O17	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
7022	C38H61N11O4	[M + H]+	Alkaloids	Steroids	Steroidal alkaloids
2316	C27H46O12	[M + H]+	Terpenoids	Sesquiterpenoids	Farnesane sesquiterpenoids
1618	C14H17NO8	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
