rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
35	1	1	10	0.799200046683288	-138.30909989947182	N/A	141.07574919899412	C19H28O7	[M + H]+	VAXHELKDGGSASL	InChI=1S/C19H28O7/c1-19(2)7-12(21)6-11-5-10(3-4-13(11)19)9-25-18-17(24)16(23)15(22)14(8-20)26-18/h5-6,13-18,20,22-24H,3-4,7-9H2,1-2H3	null	CC1(CC(=O)C=C2C1CCC(=C2)COC3C(C(C(C(O3)CO)O)O)O)C	-0.5	44131813;44231510;101463170	COCONUT:(CNP0300335);Natural Products:(UNPD56357);PubChem:(44131813 44231510 101463170);SuperNatural:(SN00332227)	3178498	369.1908874511719	163.473456	3373_cdhrc_dbgi_alc_pos_sirius_1012
36	9	1	12	0.7926716665699516	-216.54855035839762	N/A	37.158579732915726	C23H40N5O13P	[M + H]+	SXKBLUNRKAZEEM	InChI=1S/C23H40N5O13P/c1-33-20-19(39-13-12-38-11-10-37-9-8-36-7-6-35-5-4-34-3-2-29)17(14-40-42(30,31)32)41-23(20)28-16-27-18-21(24)25-15-26-22(18)28/h15-17,19-20,23,29H,2-14H2,1H3,(H2,24,25,26)(H2,30,31,32)	null	COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)OCCOCCOCCOCCOCCOCCO	-2.71928382	139593430	PubChem:(139593430)	2	626.2427637992494	222.96636600000002	3705_cdhrc_dbgi_alc_pos_sirius_586
37	4	1	9	0.790676662223064	-189.11950313391958	N/A	7.903922467259946	C30H52NO9P	[M + Na]+	XKPMLDDSSSQKID	InChI=1S/C30H52NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-29(33)38-24-27(32)25-39-41(36,37)40-26-28(31)30(34)35/h3-4,6-7,9-10,12-13,27-28,32H,2,5,8,11,14-26,31H2,1H3,(H,34,35)(H,36,37)	null	CCC=CCC=CCC=CCC=CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O	3.29999995	138297233	PubChem:(138297233)	2	624.3290825373741	441.989442	1636_cdhrc_dbgi_alc_pos_sirius_5187
38	3	1	7	0.788259629616741	-243.7953826978521	N/A	21.780765282311652	C25H23N7O8	[M + Na]+	IQGOYWRDGQGVLC	InChI=1S/C25H23N7O8/c33-22(16-4-8-18(9-5-16)31(37)38)26-12-14-28-24(35)20-2-1-3-21(30-20)25(36)29-15-13-27-23(34)17-6-10-19(11-7-17)32(39)40/h1-11H,12-15H2,(H,26,33)(H,27,34)(H,28,35)(H,29,36)	null	C1=CC(=NC(=C1)C(=O)NCCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCNC(=O)C3=CC=C(C=C3)[N+](=O)[O-]	1.70000005	101956309	PubChem:(101956309)	2	572.1497192382812	54.016747800000005	27_cdhrc_dbgi_alc_pos_sirius_6177
39	1	1	1	0.7775801525814883	-0.5237629441469356	N/A	5044.572355074732	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;Lipid:(LPC(16:0));COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	4382779758	496.3399537201108	472.3452	5246_cdhrc_dbgi_alc_pos_sirius_86
40	1	1	10	0.7686424076235825	-9.336039361130734	N/A	57.77899618380819	C16H22O9	[M + H]+	VSJGJMKGNMDJCI	InChI=1S/C16H22O9/c1-2-7-8-3-4-22-14(21)9(8)6-23-15(7)25-16-13(20)12(19)11(18)10(5-17)24-16/h2,6-8,10-13,15-20H,1,3-5H2	Sweroside	C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)O	-0.899999976	581257;161036;354447;5321567;9906781;22524516;57511434;59638887;89292237;91712860;91973788;101394764;124674080;124674081;124305636;124305637;129316853;131704891	SuperNatural:(SN00177819 SN00143428 SN00290437 SN00011526 SN00338688 SN00177619);ZINC bio:(ZINC05157983);additional;MeSH:(161036);PubMed;COCONUT:(CNP0256103);KNApSAcK:(10794);Natural Products:(UNPD22444 UNPD1463 UNPD90718 UNPD152173 UNPD207880 UNPD226044);PubChem:(581257 161036 354447 5321567 9906781 22524516 57511434 59638887 89292237 91712860 91973788 101394764 124674080 124674081 124305636 124305637 129316853 131704891);CHEBI:(80907);KEGG:(C17071);PubChem class - safety and toxic;Training Set	70836598	359.1331687795083	249.877632	200_cdhrc_dbgi_alc_pos_sirius_5251
41	1	1	6	0.7536940562520252	-59.56673716057006	N/A	46.74850317245804	C13H13NO7	[M + H]+	YNHFZQQNJPOYRC	InChI=1S/C13H13NO7/c15-9-3-1-7(5-10(9)16)2-4-11(17)14-8(13(20)21)6-12(18)19/h1-5,8,15-16H,6H2,(H,14,17)(H,18,19)(H,20,21)	null	C1=CC(=C(C=C1C=CC(=O)NC(CC(=O)O)C(=O)O)O)O	0.0	23658567;24891368;68534277;68538816;68790109;90693470	COCONUT:(CNP0257654);Natural Products:(UNPD166607);PubChem:(23658567 24891368 68534277 68538816 68790109 90693470);SuperNatural:(SN00304370);additional;PubChem class - bio and metabolites;PubMed	20480066	296.07696855628166	126.704034	3849_cdhrc_dbgi_alc_pos_sirius_1021
42	5	1	11	0.7501647446311595	-175.82502989359745	N/A	68.2622521451514	C15H27N3O11	[M + K]+	GOMRBNUUUWZNIL	InChI=1S/C15H27N3O11/c16-18-17-2-1-3-26-14-12(25)10(23)13(7(5-20)28-14)29-15-11(24)9(22)8(21)6(4-19)27-15/h6-15,19-25H,1-5H2	(2S,3R,4S,5R,6R)-2-[(2R,3S,4R,5R,6R)-6-(3-azidopropoxy)-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	C(CN=[N+]=[N-])COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O	-2.9000001	11327748;89717536;102034717	PubChem:(11327748 89717536 102034717)	2	464.1271667480469	216.61608	4586_cdhrc_dbgi_alc_pos_sirius_5777
43	6	1	10	0.7446300733615772	-215.65930563212723	N/A	86.13128636558704	C16H31NO9S2	[M + H]+	XDRONYWVTYLXRW	InChI=1S/C16H31NO9S2/c1-2-3-4-5-6-7-8-9-12(17-26-28(22,23)24)27-16-15(21)14(20)13(19)11(10-18)25-16/h11,13-16,18-21H,2-10H2,1H3,(H,22,23,24)	null	CCCCCCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	2.29999995	101155926;139292140	PubChem:(101155926 139292140)	2	446.14946906549363	152.483976	5856_cdhrc_dbgi_alc_pos_sirius_5602
44	1	1	1	0.7426546096386288	-2.679281383631647	N/A	111.73544486879376	C20H35NO2	[M + H]+	HBJXRRXWHSHZPU	InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)	Alpha-LEA	CCC=CCC=CCC=CCCCCCCCC(=O)NCCO	5.0	5283449;13912689;44373565;53394360;137699648	NORMAN:(NS00016761);COCONUT:(CNP0324768);HMDB:(13624);PubChem:(5283449 13912689 44373565 53394360 137699648);CHEBI:(89605);additional;PubChem class - bio and metabolites;MeSH:(5283449);Training Set;PubMed	19677294	322.2740783691406	416.064456	5864_cdhrc_dbgi_alc_pos_sirius_1475
45	1	1	10	0.7310962387777433	-11.147304163593471	N/A	62.960946734178385	C22H43O9P	[M + Na]+	JSKJPUCKVIJTKI	InChI=1S/C22H43O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h7-8,20-21,23-25H,2-6,9-19H2,1H3,(H,27,28)	1-(9Z-hexadecenoyl)-glycero-3-phospho-(1''-sn-glycerol)	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O	3.29999995	52927436;138188744	EcoCyc Mine;PubChem:(52927436 138188744);YMDB Mine;CHEBI:(138795)	51539607586	505.25415421639747	482.768952	1627_cdhrc_dbgi_alc_pos_sirius_2803
46	10	1	10	0.729300056967942	-166.86050846302757	N/A	64.26959638395275	C13H32N3O7P	[M + Na]+	UJHGMEVCCLZZPZ	InChI=1S/C13H32N3O7P/c17-7-1-14(2-8-18)13-24(23,15(3-9-19)4-10-20)16(5-11-21)6-12-22/h17-22H,1-13H2	null	C(CO)N(CCO)C[P+](N(CCO)CCO)(N(CCO)CCO)[O-]	-4.0999999	100998902	PubChem:(100998902)	2	396.1866502514826	114.02776200000001	1579_cdhrc_dbgi_alc_pos_sirius_4459
47	1	1	1	0.726182679516246	-2.305623597035425	N/A	52.9029322047923	C8H11NO2	[M + H]+	VYFYYTLLBUKUHU	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	intropin	C1=CC(=C(C=C1CCN)O)O	0.407974631	681;450881;3713609;12207256;12207262;11506498;11993858;11993860;11993861;18598488;18598659;21969852;22851103;22851969;22857281;25241143;25241144;51038520;54417145;54417146;66552395;67114988;88365521;87775092;88898406;90477543;91323489;91622591;102085251;102601070;102601159;118050204;122629528;131852548;131953141	HMDB:(73);SuperNatural:(SN00345927 SN00000312);ZINC bio:(ZINC00033882);additional;HSDB:(51-61-6);MeSH:(681 3713609);Plantcyc:(DOPAMINE);PubMed;NORMAN:(NS00000608);COCONUT:(CNP0240443 CNP0254743);KNApSAcK:(1408);Natural Products:(UNPD99458);PubChem:(681 450881 3713609 12207256 12207262 11506498 11993858 11993860 11993861 18598488 18598659 21969852 22851103 22851969 22857281 25241143 25241144 51038520 54417145 54417146 66552395 67114988 88365521 87775092 88898406 90477543 91323489 91622591 102085251 102601070 102601159 118050204 122629528 131852548 131953141);YMDB Mine;CHEBI:(59905 18243);PubChem class - bio and metabolites;KEGG:(C03758);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(DOPAMINE)	34481302398	154.08628267812776	49.6417968	239_cdhrc_dbgi_alc_pos_sirius_5368
48	1	1	11	0.7194740735905852	-135.072724825192	N/A	52.8975341915349	C22H32O12	[M + Na]+	YNHVFRBKBDUJAG	InChI=1S/C22H32O12/c1-10(2)29-21(11(3)12(4)23)34-22-20(32-16(8)27)19(31-15(7)26)18(30-14(6)25)17(33-22)9-28-13(5)24/h10,17-22H,3,9H2,1-2,4-8H3	null	CC(C)OC(C(=C)C(=O)C)OC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.600000024	10624854;10814850	PubChem:(10624854 10814850)	2	511.1788024902344	160.64628	2291_cdhrc_dbgi_alc_pos_sirius_4358
49	4	1	10	0.7100483599844036	-216.34366136861865	N/A	26.85827976997488	C22H35NO16	[M + H]+	CLHKYRACUIWKAE	InChI=1S/C22H35NO16/c1-3-23(7(2)27)20-15(32)13(30)18(9(5-25)35-20)38-22-17(34)14(31)19(10(6-26)37-22)39-21-16(33)12(29)11(28)8(4-24)36-21/h1,8-22,24-26,28-34H,4-6H2,2H3	null	CC(=O)N(C#C)C1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O	-6.30000019	132529656	PubChem:(132529656)	2	570.2030944824219	55.1623866	4346_cdhrc_dbgi_alc_pos_sirius_384
50	1	1	1	0.7086147053351174	-0.6423949009751384	N/A	107.57945730393946	C6H14N4O2	[M + H]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570	HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)	255847294	175.1190423885743	36.077886	4324_cdhrc_dbgi_alc_pos_sirius_3747
51	2	1	10	0.7058949782514337	-343.1256659724867	N/A	77.4231362992103	C33H41N5O13	[M + H]+	GYMWVMUCQGEQBE	InChI=1S/C33H41N5O13/c34-21(10-13-26(40)41)29(46)35-22(11-14-27(42)43)30(47)36-23(12-15-28(44)45)31(48)37-24(16-19-6-8-20(39)9-7-19)32(49)38-25(33(50)51)17-18-4-2-1-3-5-18/h1-9,21-25,39H,10-17,34H2,(H,35,46)(H,36,47)(H,37,48)(H,38,49)(H,40,41)(H,42,43)(H,44,45)(H,50,51)	(4S)-4-amino-5-[[(2S)-4-carboxy-1-[[(2S)-4-carboxy-1-[[(2S)-1-[[(1S)-1-carboxy-2-phenylethyl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]amino]-5-oxopentanoic acid	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)N	-0.359411597	11693333	PubChem:(11693333)	2	716.2770937153584	218.802528	567_cdhrc_dbgi_alc_pos_sirius_2157
52	1	1	1	0.6988849173713664	-2.051529762630439	N/A	93.69145880832279	C10H20N2O4	[M + H]+	BQBCIBCLXBKYHW	InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)	threonylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N	-0.547524393	4420322;7021827;7021828;6427024;9877991;133126559	COCONUT:(CNP0347748);HMDB:(29065);PubChem:(4420322 7021827 7021828 6427024 9877991 133126559);CHEBI:(74860);ZINC bio:(ZINC38202328);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	233.14910994122724	110.26923599999999	4700_cdhrc_dbgi_alc_pos_sirius_741
53	1	1	1	0.6953076901856026	-0.9413912754182981	N/A	104.29697796198218	C13H17N3O4	[M + H]+	OMSMPWHEGLNQOD	InChI=1S/C13H17N3O4/c14-9(7-11(15)17)12(18)16-10(13(19)20)6-8-4-2-1-3-5-8/h1-5,9-10H,6-7,14H2,(H2,15,17)(H,16,18)(H,19,20)	L-Phenylalanine, L-asparaginyl-	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)N	-0.897579372	11471482;18218184;61173661;103868994	HMDB:(28738);PubChem:(11471482 18218184 61173661 103868994);CHEBI:(141424);additional;PubChem class - bio and metabolites;Training Set;PubMed	17317994	280.128460523115	120.99229199999999	4956_cdhrc_dbgi_alc_pos_sirius_6424
54	3	1	11	0.6933177987818661	-12.382829223007809	N/A	49.79951921958444	C24H43O9P	[M + Na]+	AZCURGXIIHFART	InChI=1S/C24H43O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h3-4,6-7,9-10,22-23,25-27H,2,5,8,11-21H2,1H3,(H,29,30)	1-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phospho-(1''-sn-glycerol)	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O	3.0999999	25246034;52927455;90658127	PubChem:(25246034 52927455 90658127);Biocyc:(CPD-8367)	2050	529.2526621029864	433.676748	7082_cdhrc_dbgi_alc_pos_sirius_2983
55	1	1	2	0.6888499712169293	-153.7722112835523	N/A	21.73253711667145	C27H43FO6	[M + H]+	XTEFQIPFXONKAW	InChI=1S/C27H43FO6/c1-23(2,28)9-8-22(32)26(5,33)21-7-11-27(34)16-12-18(29)17-13-19(30)20(31)14-24(17,3)15(16)6-10-25(21,27)4/h12,15,17,19-22,30-34H,6-11,13-14H2,1-5H3	(2S,3R,5R,9R,10R,13R,14S,17S)-17-[(2R,3R)-6-fluoro-2,3-dihydroxy-6-methylheptan-2-yl]-2,3,14-trihydroxy-10,13-dimethyl-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one	CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)F)O)O)O	1.5	10050946;21727840;44231951	PubChem:(10050946 21727840 44231951)	2	483.31017599430163	461.09479799999997	217_cdhrc_dbgi_alc_pos_sirius_3600
56	1	1	9	0.6839053871457004	-74.15433367602317	N/A	72.66392262015947	C17H28O7	[M + H]+	VXSOHGIOPJUTRX	InChI=1S/C17H28O7/c1-9-6-10(19)7-17(2,3)11(9)4-5-23-16-15(22)14(21)13(20)12(8-18)24-16/h6,11-16,18,20-22H,4-5,7-8H2,1-3H3	null	CC1=CC(=O)CC(C1CCOC2C(C(C(C(O2)CO)O)O)O)(C)C	-0.5	10593545;102317279	COCONUT:(CNP0133148);Natural Products:(UNPD2016);PubChem:(10593545 102317279);SuperNatural:(SN00248523)	3178498	345.19079937993155	173.65816800000002	827_cdhrc_dbgi_alc_pos_sirius_4939
57	1	1	4	0.6824796356397785	-191.24156986389735	N/A	6.231425311048168	C40H78N6O6	[M + Na]+	YECBTOHYQNAMTG	InChI=1S/C40H78N6O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-25-36(47)43-32(23-19-21-26-41)37(48)45-35(29-31(4)5)39(50)46-34(28-30(2)3)38(49)44-33(40(51)52)24-20-22-27-42/h30-35H,6-29,41-42H2,1-5H3,(H,43,47)(H,44,49)(H,45,48)(H,46,50)(H,51,52)	null	CCCCCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O	6.0	53319082	PubChem:(53319082);PubMed	66	761.587158203125	624.0507	1762_cdhrc_dbgi_alc_pos_sirius_5739
58	2	1	11	0.6821934123869502	-97.42340164933357	N/A	156.226290033412	C25H40O12	[M + Na]+	TUPDRSKYKWXXGT	InChI=1S/C25H40O12/c1-24(2,31-6)34-10-13-8-9-14-15(21(29)30-5)11-33-22(17(13)14)37-23-20(28)19(27)18(26)16(36-23)12-35-25(3,4)32-7/h8,11,14,16-20,22-23,26-28H,9-10,12H2,1-7H3	methyl (1S,4aS,7aS)-7-(2-methoxypropan-2-yloxymethyl)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(2-methoxypropan-2-yloxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate	CC(C)(OC)OCC1C(C(C(C(O1)OC2C3C(CC=C3COC(C)(C)OC)C(=CO2)C(=O)OC)O)O)O	-0.699999988	11800398	PubChem:(11800398)	2	555.2432762955424	241.03413	3368_cdhrc_dbgi_alc_pos_sirius_3478
59	1	1	10	0.6808982669635482	-1.4793524267191922	N/A	52.594703361965855	C23H22O13	[M + H]+	IGLUNMMNDNWZOA	InChI=1S/C23H22O13/c1-8(24)33-7-15-17(29)19(31)20(32)23(35-15)36-22-18(30)16-13(28)5-10(25)6-14(16)34-21(22)9-2-3-11(26)12(27)4-9/h2-6,15,17,19-20,23,25-29,31-32H,7H2,1H3	6''-O-Acetylhyperoside	CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	10006384;15596585;25230434;24211981;40484452;40484453;44259117;44259187;51521838;51521839;92468678;92468679;93939966;93939967;133554338	HMDB:(29271 37366);SuperNatural:(SN00011117 SN00020222 SN00020221 SN00011116 SN00036284 SN00161364);ZINC bio:(ZINC04349592 ZINC04349599 ZINC04349604 ZINC13424738 ZINC13424739 ZINC14684644 ZINC14684645);additional;PubMed;COCONUT:(CNP0097294 CNP0106199);KNApSAcK:(5946);Natural Products:(UNPD156085 UNPD84148);PubChem:(10006384 15596585 25230434 24211981 40484452 40484453 44259117 44259187 51521838 51521839 92468678 92468679 93939966 93939967 133554338);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439258	507.11293497591447	206.07978599999998	5533_cdhrc_dbgi_alc_pos_sirius_6257
60	1	1	10	0.6789824430259019	-84.22033908917082	N/A	134.98949293611415	C33H42O18	[M + H]+	QLEXBIPJBYQTIL	InChI=1S/C33H42O18/c1-44-19-9-14(3-7-18(19)35)4-8-22(36)46-12-20-24(37)26(39)28(41)32(49-20)48-13-21-25(38)27(40)29(42)33(50-21)51-31-23-15(10-34)5-6-16(23)17(11-47-31)30(43)45-2/h3-5,7-9,11,16,20-21,23-29,31-35,37-42H,6,10,12-13H2,1-2H3	null	COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4C5C(CC=C5CO)C(=CO4)C(=O)OC)O)O)O)O)O)O)O	-2.79999995	56776312;72697766	PubChem:(56776312 72697766)	2	727.2447932219923	225.47436000000002	5510_cdhrc_dbgi_alc_pos_sirius_2555
61	2	1	4	0.6754389983131972	-251.10500678255275	N/A	22.229131401850903	C33H51F3O4	[M + H]+	XJROEWIHEMHTRF	InChI=1S/C33H51F3O4/c1-22-24(20-25(37)21-27(22)38)12-11-23-10-7-18-31(5)26(23)13-14-28(31)30(4,16-8-15-29(2,3)39)17-9-19-32(6,40)33(34,35)36/h9,11-12,19,25-28,37-40H,1,7-8,10,13-18,20-21H2,2-6H3	null	CC12CCCC(=CC=C3CC(CC(C3=C)O)O)C1CCC2C(C)(CCCC(C)(C)O)CC=CC(C)(C(F)(F)F)O	6.4000001	59274941;57988839;57988841;57988845;57988847	PubChem:(59274941 57988839 57988841 57988845 57988847)	2	569.3812852450818	609.87684	2812_cdhrc_dbgi_alc_pos_sirius_2885
62	1	1	5	0.6672056999483703	-157.16852255176155	N/A	55.25080165070655	C16H33NO7	[M + H]+	LGBKTFLRJWSMNN	InChI=1S/C16H33NO7/c1-3-4-5-6-9(2)12(19)10(17)8-23-16-15(22)14(21)13(20)11(7-18)24-16/h9-16,18-22H,3-8,17H2,1-2H3	null	CCCCCC(C)C(C(COC1C(C(C(C(O1)CO)O)O)O)N)O	-0.200000003	118566811	PubChem:(118566811)	2	352.23262364954036	205.402584	2378_cdhrc_dbgi_alc_pos_sirius_4270
63	1	1	10	0.6601008991380016	-140.67326683377163	N/A	129.91963791248037	C28H36O14	[M + H]+	NGTPNCMIHZRDSX	InChI=1S/C28H36O14/c1-36-24(34)16-10-39-26(19-12(7-29)3-5-14(16)19)38-9-13-4-6-15-17(25(35)37-2)11-40-27(20(13)15)42-28-23(33)22(32)21(31)18(8-30)41-28/h3-4,10-11,14-15,18-23,26-33H,5-9H2,1-2H3	null	COC(=O)C1=COC(C2C1CC=C2CO)OCC3=CCC4C3C(OC=C4C(=O)OC)OC5C(C(C(C(O5)CO)O)O)O	-2.0999999	72706787	PubChem:(72706787)	2	597.2172546386719	274.834656	124_cdhrc_dbgi_alc_pos_sirius_5221
64	4	1	5	0.6379037022102682	-160.5819133905925	N/A	31.085021524003132	C31H56NO10P	[M + Na]+	ZGGBXYQJLGJOMR	InChI=1S/C31H56NO10P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-20-30(35)39-26-29(42-31(36)22-21-28(34)19-18-24-33)27-41-43(37,38)40-25-23-32(2,3)4/h18-19,24,29H,5-17,20-23,25-27H2,1-4H3/p+1	null	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC(=O)C=CC=O	5.5	10865127;10865128;134812284;134812285	PubChem:(10865127 10865128 134812284 134812285)	2	656.3551513391628	472.226202	1639_cdhrc_dbgi_alc_pos_sirius_5246
65	3	1	8	0.6369194726590408	-186.28624796058173	N/A	21.89584439757834	C41H72NO11P	[M + Na]+	SYOCWZJHEBPYGX	InChI=1S/C41H72NO11P/c1-3-5-6-7-8-9-10-11-12-13-14-15-23-30-40(46)50-34-39(35-52-54(48,49)51-33-32-42)53-41(47)31-24-29-38(45)27-20-17-16-19-26-37(44)28-22-18-21-25-36(43)4-2/h16-22,25-27,36-39,43-45H,3-15,23-24,28-35,42H2,1-2H3,(H,48,49)	null	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCC(C=CC=CC=CC(CC=CC=CC(CC)O)O)O	5.5	138266310	PubChem:(138266310)	2	808.4737932295354	584.802342	653_cdhrc_dbgi_alc_pos_sirius_3404
