confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
32	1	3	1	3	0.7594227071871854	-46.30349514713438	0.028140703517587944	38.195651565541404	C12H10O8	[M + H]+	URLZWXXTZHVFBD	InChI=1S/C12H10O8/c13-7-3-1-6(5-8(7)14)2-4-9(15)20-10(11(16)17)12(18)19/h1-5,10,13-14H,(H,16,17)(H,18,19)	null	C1=CC(=C(C=C1C=CC(=O)OC(C(=O)O)C(=O)O)O)O	0.238183886	85531690;132917520;131752962	COCONUT:(CNP0163805);HMDB:(40869);Natural Products:(UNPD196477);PubChem:(85531690 132917520 131752962);SuperNatural:(SN00293820);PubChem class - bio and metabolites;PubMed	19955786	283.04501	125.22	68_clematis_10_species_crop2-10min_231127_orbi_siri_70	70
33	1	1	1	1	0.7539333969544271	-70.6902743100023	0.9999999999999999	124.4672883233369	C22H34O10	[M + H]+	IXYCPAHOLNUOGS	InChI=1S/C22H34O10/c1-11-7-13(23)9-22(3,4)14(11)6-5-12(2)31-21-20(29)19(28)18(27)15(32-21)10-30-17(26)8-16(24)25/h7,12,14-15,18-21,27-29H,5-6,8-10H2,1-4H3,(H,24,25)	null	CC1=CC(=O)CC(C1CCC(C)OC2C(C(C(C(O2)COC(=O)CC(=O)O)O)O)O)(C)C	0.0	101862455	COCONUT:(CNP0294668);Natural Products:(UNPD177821);PubChem:(101862455);SuperNatural:(SN00359477)	3178498	459.22264	232.83	1124_clematis_10_species_crop2-10min_231127_orbi_siri_1128	1128
34	1	1	1	1	0.7522405587099793	-5.647796077575171	0.9999999999999999	40.894100241202366	C22H18O12	[M + Na]+	YDDGKXBLOXEEMN	InChI=1S/C22H18O12/c23-13-5-1-11(9-15(13)25)3-7-17(27)33-19(21(29)30)20(22(31)32)34-18(28)8-4-12-2-6-14(24)16(26)10-12/h1-10,19-20,23-26H,(H,29,30)(H,31,32)	meso-DCTA	C1=CC(=C(C=C1C=CC(=O)OC(C(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O)O)O	2.0	65018;395019;472659;5134221;5281764;5315820;5470299;6450976;46191725;92448161;92961549;102388958;122173196	HMDB:(2375 33938);SuperNatural:(SN00348065 SN00034690 SN00295150 SN00024277 SN00020110 SN00158571 SN00309441 SN00020109 SN00279298);ZINC bio:(ZINC13385605 ZINC13385608 ZINC18038506 ZINC38145807 ZINC38145808);additional;MeSH:(5134221 5281764 5470299);PubMed;NORMAN:(NS00037116);COCONUT:(CNP0148062 CNP0163299);KNApSAcK:(34818);Natural Products:(UNPD183044 UNPD208400 UNPD23659 UNPD228522 UNPD85326 UNPD99345 UNPD211494);PubChem:(65018 395019 472659 5134221 5281764 5315820 5470299 6450976 46191725 92448161 92961549 102388958 122173196);CHEBI:(3594);PubChem class - bio and metabolites;KEGG:(C10437);PubChem class - safety and toxic;Training Set	87875966	497.06958	180.95	634_clematis_10_species_crop2-10min_231127_orbi_siri_637	637
35	1	1	1	3	0.7503895480627413	-264.03032455935136	0.8165829145728642	62.403771317522924	C22H35NO14	[M + H]+	PDOJJSJZNCUHGW	InChI=1S/C22H35NO14/c1-9(25)23-15-18(34-12(4)28)17(33-11(3)27)14(8-32-10(2)26)36-21(15)37-20-19(30-5)16(29)13(7-24)35-22(20)31-6/h13-22,24,29H,7-8H2,1-6H3,(H,23,25)	[(2R,3S,4R,5R,6S)-5-acetamido-3,4-diacetyloxy-6-[(2S,3S,4S,5R,6R)-5-hydroxy-6-(hydroxymethyl)-2,4-dimethoxyoxan-3-yl]oxyoxan-2-yl]methyl acetate	CC(=O)NC1C(C(C(OC1OC2C(C(C(OC2OC)CO)O)OC)COC(=O)C)OC(=O)C)OC(=O)C	-1.89999998	21633366	PubChem:(21633366)	2	538.21316	193.48	766_clematis_10_species_crop2-10min_231127_orbi_siri_769	769
36	1	1	1	1	0.743739709579207	-74.23731048732478	0.9999999999999999	110.15999366396967	C19H24O10	[M + H3N + H]+	KVHXUOROMTVOSX	InChI=1S/C19H24O10/c1-3-4-10-5-6-11(12(7-10)26-2)28-19-18(25)17(24)16(23)13(29-19)9-27-15(22)8-14(20)21/h3,5-7,13,16-19,23-25H,1,4,8-9H2,2H3,(H,20,21)	null	COC1=C(C=CC(=C1)CC=C)OC2C(C(C(C(O2)COC(=O)CC(=O)O)O)O)O	0.619302988	""	COCONUT:(CNP0239901);Natural Products:(UNPD206046)	2129920	430.17106	249.56	1240_clematis_10_species_crop2-10min_231127_orbi_siri_1244	1244
37	1	1	1	1	0.7241084588406305	-22.792621248280916	0.9999999999999999	50.933070299243504	C33H38O21	[M + H]+	AVISVHAJGJXBKQ	InChI=1S/C33H38O21/c1-9-17(36)20(39)24(43)31(49-9)48-8-15-18(37)21(40)25(44)33(52-15)53-28-19(38)16-13(35)6-12(7-14(16)51-27(28)10-2-4-11(34)5-3-10)50-32-26(45)22(41)23(42)29(54-32)30(46)47/h2-7,9,15,17-18,20-26,29,31-37,39-45H,8H2,1H3,(H,46,47)	Kaempferol 3-rutinoside-7-glucuronide	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O	-2.5	44258841	COCONUT:(CNP0222309);KNApSAcK:(5241);Natural Products:(UNPD137662);PubChem:(44258841);SuperNatural:(SN00396068)	3178514	771.19762	166.77	464_clematis_10_species_crop2-10min_231127_orbi_siri_467	467
38	1	1	1	1	0.721755039035102	-1.6611249848969651	0.9999999999999999	85.7967820005517	C9H8O4	[M + H]+	QAIPRVGONGVQAS	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	Caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O	0.97017473	2518;1549111;689043;11458067;16109948;46780148;54681167;54691412;54710367;71309625;71434158;76973924;90769002;101215182;100923614;131866465	HMDB:(1964 3501 125102);SuperNatural:(SN00280300 SN00000970 SN00293240);ZINC bio:(ZINC00058172 ZINC04482687);additional;HSDB:(331-39-5);MeSH:(689043);Plantcyc:(CPD-676 CPD-8098);PubMed;NORMAN:(NS00010313);COCONUT:(CNP0082755 CNP0186784);KNApSAcK:(615);Natural Products:(UNPD52427 UNPD121048 UNPD216267);PubChem:(2518 1549111 689043 11458067 16109948 46780148 54681167 54691412 54710367 71309625 71434158 76973924 90769002 101215182 100923614 131866465);CHEBI:(16433 36281 58129 57770 17395);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01197 C01481);PubChem class - safety and toxic;YMDB:(1645);Training Set;PubChem class - drug;Biocyc:(CPD-676 CPD-8098)	17301498750	181.04943	224.51	1070_clematis_10_species_crop2-10min_231127_orbi_siri_1074	1074
39	1	4	1	5	0.7140130723824327	-235.85291928480626	0.030653266331658297	52.29285917408898	C24H37N5O13S	[M + H]+	NEYUPAZCACPRPV	InChI=1S/C24H37N5O13S/c1-10(2)6-13(25-11(3)31)21(39)27-14(7-18(34)35)22(40)26-12(4-5-17(32)33)20(38)29-16(9-30)23(41)28-15(24(42)43)8-19(36)37/h10,12-16,30H,4-9H2,1-3H3,(H,25,31)(H,26,40)(H,27,39)(H,28,41)(H,29,38)(H,32,33)(H,34,35)(H,36,37)(H,42,43)	(4S)-4-[[(2S)-2-[[(2S)-2-acetamido-4-methylpentanoyl]amino]-4-hydroxy-4-oxobutanoyl]amino]-5-[[(2S)-3-hydroxy-1-[[(2S)-4-hydroxy-1,4-dioxo-1-sulfanylbutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)S)NC(=O)C	-3.0	447969	PubChem:(447969);PubChem class - bio and metabolites	16777218	636.21579	116.5	7_clematis_10_species_crop2-10min_231127_orbi_siri_7	7
40	1	1	1	1	0.712051943509841	-73.9853174836405	0.9999999999999999	72.60421166252914	C17H28O7	[M + H]+	VXSOHGIOPJUTRX	InChI=1S/C17H28O7/c1-9-6-10(19)7-17(2,3)11(9)4-5-23-16-15(22)14(21)13(20)12(8-18)24-16/h6,11-16,18,20-22H,4-5,7-8H2,1-3H3	null	CC1=CC(=O)CC(C1CCOC2C(C(C(C(O2)CO)O)O)O)(C)C	-0.5	10593545;102317279	COCONUT:(CNP0133148);Natural Products:(UNPD2016);PubChem:(10593545 102317279);SuperNatural:(SN00248523)	3178498	345.1907	173.66	553_clematis_10_species_crop2-10min_231127_orbi_siri_556	556
41	1	1	1	1	0.7035724440344944	-33.18814176670941	0.9999999999999999	74.21943141391587	C23H41NO2	[M + H]+	GRPWUOMZDOTPOW	InChI=1S/C23H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23(26)24-21-22-25/h6-7,9-10,12-13,25H,2-5,8,11,14-22H2,1H3,(H,24,26)	null	CCCCCC=CCC=CCC=CCCCCCCCC(=O)NCCO	6.5999999	44333872	PubChem:(44333872);PubMed	66	364.3203	434.29	1558_clematis_10_species_crop2-10min_231127_orbi_siri_1569	1569
42	1	1	1	2	0.6992276891807411	-46.57121079923092	0.941708542713568	41.679804090935704	C14H18O9	[M + H]+	RWNMKVWJIWFKJP	InChI=1S/C14H18O9/c1-6-13(8(16)3-4-20-6)23-14-12(19)11(18)10(17)9(22-14)5-21-7(2)15/h3-4,9-12,14,17-19H,5H2,1-2H3	null	CC1=C(C(=O)C=CO1)OC2C(C(C(C(O2)COC(=O)C)O)O)O	-1.39999998	11088814	COCONUT:(CNP0152136);Natural Products:(UNPD179605);PubChem:(11088814);SuperNatural:(SN00342111)	3178498	331.10234	153.66	312_clematis_10_species_crop2-10min_231127_orbi_siri_315	315
43	1	1	1	3	0.6934196834959664	-393.7517409484435	0.800502512562814	64.33124985241051	C26H41NO17	[M + H]+	CHJPNWFJLCLORM	InChI=1S/C26H41NO17/c1-5-6-37-23-18(34)21(14(30)9(2)39-23)43-22-13(27-10(3)29)15(31)19(11(7-28)40-22)42-24-17(33)16(32)20-12(41-24)8-38-26(4,44-20)25(35)36/h5,9,11-24,28,30-34H,1,6-8H2,2-4H3,(H,27,29)(H,35,36)	null	CC1C(C(C(C(O1)OCC=C)O)OC2C(C(C(C(O2)CO)OC3C(C(C4C(O3)COC(O4)(C)C(=O)O)O)O)O)NC(=O)C)O	-4.4000001	102588983	PubChem:(102588983)	2	640.24449	136.51	159_clematis_10_species_crop2-10min_231127_orbi_siri_162	162
44	1	1	1	4	0.6908254680264371	-243.31163052882548	0.6733668341708544	75.8094635058349	C21H21N2O8P	[M + H]+	IHWNCZRHSNSIGL	InChI=1S/C21H21N2O8P/c24-17-13-20(23-12-11-19(25)22-21(23)26)29-18(17)14-28-32(27,30-15-7-3-1-4-8-15)31-16-9-5-2-6-10-16/h1-12,17-18,20,24H,13-14H2,(H,22,25,26)	null	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(OC3=CC=CC=C3)OC4=CC=CC=C4)O	2.07708645	11662581;44403869	PubChem:(11662581 44403869);PubMed	66	461.10919	245.15	1213_clematis_10_species_crop2-10min_231127_orbi_siri_1217	1217
45	1	2	1	3	0.68997740673259	-414.7467727175906	0.13919597989949747	235.4735031620595	C44H61N7O6	[M + H]+	MNJJGNMJXRZTLF	InChI=1S/C44H61N7O6/c1-50(2)23-11-21-45-41(54)35-27-17-19-31(33(25-27)39(52)47-29-13-7-5-8-14-29)37(35)43(56)49-44(57)38-32-20-18-28(36(38)42(55)46-22-12-24-51(3)4)26-34(32)40(53)48-30-15-9-6-10-16-30/h5-10,13-16,27-28,31-38H,11-12,17-26H2,1-4H3,(H,45,54)(H,46,55)(H,47,52)(H,48,53)(H,49,56,57)	null	CN(C)CCCNC(=O)C1C2CCC(C1C(=O)NC(=O)C3C4CCC(C3C(=O)NCCCN(C)C)CC4C(=O)NC5=CC=CC=C5)C(C2)C(=O)NC6=CC=CC=C6	3.29999995	54081394	PubChem:(54081394)	2	784.47627	559.27	1725_clematis_10_species_crop2-10min_231127_orbi_siri_1737	1737
46	1	1	1	1	0.6881365770544466	-2.436868640976188	0.9999999999999999	105.11904388985805	C20H35NO2	[M + H]+	HBJXRRXWHSHZPU	InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)	Alpha-LEA	CCC=CCC=CCC=CCCCCCCCC(=O)NCCO	5.0	5283449;13912689;44373565;53394360;137699648	NORMAN:(NS00016761);COCONUT:(CNP0324768);HMDB:(13624);PubChem:(5283449 13912689 44373565 53394360 137699648);CHEBI:(89605);additional;PubChem class - bio and metabolites;MeSH:(5283449);Training Set;PubMed	19677294	322.27368	416.79	1539_clematis_10_species_crop2-10min_231127_orbi_siri_1550	1550
47	1	1	1	1	0.6774449555241905	-132.33582742834122	0.9994974874371859	65.14279569330803	C19H22O11	[M + H]+	CYEFUTNNSBRMEB	InChI=1S/C19H22O11/c20-11-3-1-9(5-12(11)21)2-4-14(22)28-8-13-16(24)17(25)18(26)19(30-13)29-10-6-15(23)27-7-10/h1-5,10,13,16-21,24-26H,6-8H2	6''-Ocaffeoylgoodyeroside	C1C(COC1=O)OC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O	-1.0	60200858;70693126	COCONUT:(CNP0285838);PubChem:(60200858 70693126);PubMed	2097218	427.12411	163.42	428_clematis_10_species_crop2-10min_231127_orbi_siri_431	431
48	1	1	1	11	0.6706953103167375	-244.61905664229388	0.2562814070351759	25.48530474664267	C35H27N3O8	[M + K]+	NMDFRQXDGCXAFQ	InChI=1S/C35H27N3O8/c39-32(40)22-4-12-28(13-5-22)37(29-14-6-23(7-15-29)33(41)42)20-26-2-1-3-27(36-26)21-38(30-16-8-24(9-17-30)34(43)44)31-18-10-25(11-19-31)35(45)46/h1-19H,20-21H2,(H,39,40)(H,41,42)(H,43,44)(H,45,46)	null	C1=CC(=NC(=C1)CN(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O)CN(C4=CC=C(C=C4)C(=O)O)C5=CC=C(C=C5)C(=O)O	5.4000001	137333075	PubChem:(137333075)	2	656.14243	161.74	407_clematis_10_species_crop2-10min_231127_orbi_siri_410	410
49	1	1	1	2	0.6637461669836634	-141.15640442361754	0.9482412060301507	45.40871090983591	C35H47N5O7	[M + H]+	BACHLISBEFYBLZ	InChI=1S/C35H47N5O7/c1-6-21(4)30-35(47)39(5)28(19-23-11-15-25(42)16-12-23)32(44)36-26(18-22-9-13-24(41)14-10-22)34(46)40-17-7-8-27(40)31(43)37-29(20(2)3)33(45)38-30/h9-16,20-21,26-30,41-42H,6-8,17-19H2,1-5H3,(H,36,44)(H,37,43)(H,38,45)	cotteslosin A	CCC(C)C1C(=O)N(C(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC3=CC=C(C=C3)O)CC4=CC=C(C=C4)O)C	4.0	42638630;44188799	COCONUT:(CNP0244213);KNApSAcK:(47429);Natural Products:(UNPD42964);PubChem:(42638630 44188799);SuperNatural:(SN00337456);additional;MeSH:(44188799);Training Set;PubMed	3719254	650.35519	234.56	1134_clematis_10_species_crop2-10min_231127_orbi_siri_1138	1138
50	1	1	1	1	0.659000896838708	-444.997071248674	0.9869346733668344	50.56417794865523	C22H28N2O10	[M + H]+	ZOGHFFUYDMJPFI	InChI=1S/C22H28N2O10/c1-3-19(26)30-11-9-23-21(28)33-13-16-7-5-6-8-18(16)32-14-17(25)15-34-22(29)24-10-12-31-20(27)4-2/h3-8,17,25H,1-2,9-15H2,(H,23,28)(H,24,29)	null	C=CC(=O)OCCNC(=O)OCC1=CC=CC=C1OCC(COC(=O)NCCOC(=O)C=C)O	1.5	118331403	PubChem:(118331403)	2	481.18169	122.79	47_clematis_10_species_crop2-10min_231127_orbi_siri_48	48
51	1	2	1	2	0.656601660998689	-135.53289545533752	0.08894472361809046	16.97684323671703	C8H16F3NO5S	[M + K]+	SCGQVPUJDCDVEN	InChI=1S/C8H16F3NO5S/c9-8(10,11)2-1-3-18(16,17)12-7(4-13,5-14)6-15/h12-15H,1-6H2	null	C(CC(F)(F)F)CS(=O)(=O)NC(CO)(CO)CO	-1.0	107848123	PubChem:(107848123)	2	334.03239	125.96	74_clematis_10_species_crop2-10min_231127_orbi_siri_76	76
52	1	1	1	1	0.6563881967102554	-140.6580325202016	0.9999999999999999	23.07090802576582	C15H20N4O3	[M + H]+	XURGXFHXZOAMFK	InChI=1S/C15H20N4O3/c16-15(17)18-10-4-7-12(14(21)22)19-13(20)9-8-11-5-2-1-3-6-11/h1-3,5-6,8-9,12H,4,7,10H2,(H,19,20)(H,21,22)(H4,16,17,18)	null	C1=CC=C(C=C1)C=CC(=O)NC(CCCN=C(N)N)C(=O)O	0.844359756	""	COCONUT:(CNP0134092);Natural Products:(UNPD199750);KEGG Mine	8592064512	305.16086	173.01	544_clematis_10_species_crop2-10min_231127_orbi_siri_547	547
53	1	2	1	2	0.6554818666681989	-510.41751724039005	0.016080402010050253	30.50824333984749	C22H33N7O3S2	[M + H]+	LKPHEUSLEHWOPZ	InChI=1S/C22H33N7O3S2/c1-27(13-19(30)28-9-2-3-10-28)16-6-4-15(5-7-16)26-21-20-17-12-29(34(23,31)32)11-8-18(17)33-22(20)25-14-24-21/h14-16H,2-13H2,1H3,(H2,23,31,32)(H,24,25,26)	null	CN(CC(=O)N1CCCC1)C2CCC(CC2)NC3=C4C5=C(CCN(C5)S(=O)(=O)N)SC4=NC=N3	1.70000005	89693718	PubChem:(89693718)	2	508.21783	213.17	969_clematis_10_species_crop2-10min_231127_orbi_siri_972	972
54	1	1	1	4	0.6481993365384539	-299.4684386562412	0.8306532663316584	220.58543329999017	C38H70NO11P	[M + H]+	DGDWIVFLCYBTSL	InChI=1S/C38H70NO11P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-20-23-26-37(43)47-32-35(33-49-51(45,46)48-31-30-39(2,3)4)50-38(44)27-24-21-18-19-22-25-34(40)28-29-36(41)42/h12-13,28-29,34-35,40H,5-11,14-27,30-33H2,1-4H3,(H-,41,42,45,46)/p+1	null	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC(C=CC(=O)O)O	8.19999981	134812329;134812330	PubChem:(134812329 134812330)	2	748.47679	569.45	1748_clematis_10_species_crop2-10min_231127_orbi_siri_1760	1760
55	1	2	1	2	0.6409456523149802	-59.473313070580616	0.813065326633166	170.02679003556858	C32H62NO9P	[M + H]+	ZGIKIYVVYFRNBL	InChI=1S/C32H62NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-31(35)40-26-29(34)27-41-43(38,39)42-28-30(33)32(36)37/h11-12,29-30,34H,2-10,13-28,33H2,1H3,(H,36,37)(H,38,39)	null	CCCCCCCCCCC=CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O	6.5	138312542	PubChem:(138312542)	2	636.42296	576.22	1763_clematis_10_species_crop2-10min_231127_orbi_siri_1775	1775
56	1	2	1	3	0.6404770502526705	-143.61069754199008	0.21809045226130652	2.7440906621219905	C15H31NO9	[M + H]+	ZIHZYQGQMYBSFT	InChI=1S/C15H31NO9/c1-3-7(18)10(19)11(20)8(5-16-4-2)24-15-14(23)13(22)12(21)9(6-17)25-15/h7-23H,3-6H2,1-2H3	null	CCC(C(C(C(CNCC)OC1C(C(C(C(O1)CO)O)O)O)O)O)O	-3.0	118333785;134481960	PubChem:(118333785 134481960)	2	370.20761	144.35	219_clematis_10_species_crop2-10min_231127_orbi_siri_222	222
57	1	1	4	4	0.6397596236383398	-7.339620377808152	0.9994974874371858	27.378003941865312	C11H15N5O3S	[M + H]+	WUUGFSXJNOTRMR	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)	Vitamin L2	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	-0.807151794	149;99302;688097;439176;453683;13101165;13101166;15939259;25322898;46874793;57104771;59099797;58682801;58108938;91614589;98100246;124300729;124300795;134694842;138107656	HMDB:(1173);SuperNatural:(SN00036172 SN00036174 SN00322908 SN00036175 SN00036173 SN00008121);ZINC bio:(ZINC03869319 ZINC03869320 ZINC03869321 ZINC03869322 ZINC04228245);additional;MeSH:(149 99302 439176 453683);Plantcyc:(5-METHYLTHIOADENOSINE CPD4FS-4 CPDQT-42);PubMed;NORMAN:(NS00014568);COCONUT:(CNP0141020);Natural Products:(UNPD27064 UNPD190794);PubChem:(149 99302 688097 439176 453683 13101165 13101166 15939259 25322898 46874793 57104771 59099797 58682801 58108938 91614589 98100246 124300729 124300795 134694842 138107656);CHEBI:(17509);PubChem class - bio and metabolites;KEGG:(C00170);PubChem class - safety and toxic;YMDB:(178);Training Set;PubChem class - drug;Biocyc:(5-METHYLTHIOADENOSINE CPD-18501)	121629038	298.09705	122.0	35_clematis_10_species_crop2-10min_231127_orbi_siri_35	35
58	1	2	1	5	0.6326439382585812	-406.33242577601504	0.20100502512562815	111.11958998089595	C36H68N6O9S	[M + Na]+	RJSGZXXGDOPWNJ	InChI=1S/C36H68N6O9S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-34(46)41-30(36(48)49)19-20-32(44)39-23-25-51-27-26-50-24-21-33(45)38-22-16-15-17-29(42-52)35(47)40-28-31(37)43/h29-30,42,52H,2-28H2,1H3,(H2,37,43)(H,38,45)(H,39,44)(H,40,47)(H,41,46)(H,48,49)	null	CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCOCCOCCC(=O)NCCCCC(C(=O)NCC(=O)N)NS)C(=O)O	2.20000005	89742457	PubChem:(89742457)	2	783.46506	583.0	1778_clematis_10_species_crop2-10min_231127_orbi_siri_1790	1790
59	1	2	1	3	0.632406235790272	-416.27512496542147	0.11909547738693467	58.974975295086786	C34H38F2N2O12	[M + K]+	PHASHNZCTAEWMH	InChI=1S/C34H38F2N2O12/c1-3-37-19-23(33(41)42)31(39)21-15-25(35)29(17-27(21)37)49-13-11-47-9-7-45-5-6-46-8-10-48-12-14-50-30-18-28-22(16-26(30)36)32(40)24(34(43)44)20-38(28)4-2/h15-20H,3-14H2,1-2H3,(H,41,42)(H,43,44)	7-[2-[2-[2-[2-[2-(3-carboxy-1-ethyl-6-fluoro-4-oxoquinolin-7-yl)oxyethoxy]ethoxy]ethoxy]ethoxy]ethoxy]-1-ethyl-6-fluoro-4-oxoquinoline-3-carboxylic acid	CCN1C=C(C(=O)C2=CC(=C(C=C21)OCCOCCOCCOCCOCCOC3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)CC)F)F)C(=O)O	4.0	11765313	PubChem:(11765313)	2	743.20586	136.57	160_clematis_10_species_crop2-10min_231127_orbi_siri_163	163
60	1	1	1	1	0.6288988878026243	-12.421773639700435	0.9999999999999999	48.80714840763299	C13H12O9	[M + Na]+	SWGKAHCIOQPKFW	InChI=1S/C13H12O9/c14-7-3-1-6(5-8(7)15)2-4-9(16)22-11(13(20)21)10(17)12(18)19/h1-5,10-11,14-15,17H,(H,18,19)(H,20,21)	caftaric acid	C1=CC(=C(C=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O)O	0.100000001	642609;3036737;5319873;6440397;9796778;9857913;13887347;13887348;53398694;72551521;92966432	HMDB:(13680 29276);SuperNatural:(SN00002918 SN00263633 SN00328056 SN00241058 SN00306263 SN00159092);ZINC bio:(ZINC02389524 ZINC14720637 ZINC14720640);additional;MeSH:(6440397);PubMed;NORMAN:(NS00036250);COCONUT:(CNP0218884 CNP0266774);Natural Products:(UNPD43309 UNPD131211 UNPD173783 UNPD226374 UNPD15515);PubChem:(642609 3036737 5319873 6440397 9796778 9857913 13887347 13887348 53398694 72551521 92966432);CHEBI:(76082 76075);YMDB:(1646);Training Set;KEGG Mine	8593989742	335.03683	133.96	131_clematis_10_species_crop2-10min_231127_orbi_siri_133	133
61	1	1	1	1	0.6278175330931882	-372.0093811614045	0.9999999999999999	91.34297518395896	C26H37NO12	[M + H]+	NTYZYZVVBSEFGJ	InChI=1S/C26H37NO12/c1-9-33-24(31)37-20-12-11-18(14-21(20)38-25(32)34-10-2)13-19(27-23(30)39-26(6,7)8)22(29)36-16(4)15(3)35-17(5)28/h11-12,14-16,19H,9-10,13H2,1-8H3,(H,27,30)	null	CCOC(=O)OC1=C(C=C(C=C1)CC(C(=O)OC(C)C(C)OC(=O)C)NC(=O)OC(C)(C)C)OC(=O)OCC	4.5999999	66948529;86621602	PubChem:(66948529 86621602)	2	556.23904	143.15	184_clematis_10_species_crop2-10min_231127_orbi_siri_187	187
62	1	1	1	1	0.6278042767443167	-56.00461181925827	0.9999999999999999	87.59196204944047	C20H24O12	[M + H]+	SXPBJYHKMRWZNA	InChI=1S/C20H24O12/c21-7-20(27)8-29-19(17(20)26)28-6-12-14(23)15(24)16(25)18(32-12)30-10-3-1-9-2-4-13(22)31-11(9)5-10/h1-5,12,14-19,21,23-27H,6-8H2	apiosylskimmin	C1C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C=C3)C=CC(=O)O4)O)O)O)O)(CO)O	-2.0	14236612;14236613;46875315;134692429;138114280	COCONUT:(CNP0221724 CNP0396895);KNApSAcK:(29702);Natural Products:(UNPD81071 UNPD125633);PubChem:(14236612 14236613 46875315 134692429 138114280);SuperNatural:(SN00341970 SN00028737);ZINC bio:(ZINC31157867);additional;MeSH:(14236613);PubMed	3711062	457.13419	166.09	460_clematis_10_species_crop2-10min_231127_orbi_siri_463	463
63	1	1	1	1	0.6263665301430303	-11.50450989015126	0.0	80.15401122762042	C21H37O7P	[M + H]+	DVNZKWQUAXJYGB	InChI=1S/C21H37O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(23)27-18-20(22)19-28-29(24,25)26/h3-4,6-7,9-10,20,22H,2,5,8,11-19H2,1H3,(H2,24,25,26)	1-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O	3.79999995	10159919;16205947;20833812;52929766;52947682;53424607;71627204;91418807	NORMAN:(NS00062915);HMDB:(62320 114744);PubChem:(10159919 16205947 20833812 52929766 52947682 53424607 71627204 91418807);CHEBI:(74831 74549);PubChem class - bio and metabolites	17039402	433.23467	459.35	1591_clematis_10_species_crop2-10min_231127_orbi_siri_1602	1602
64	1	1	1	1	0.6200401867738211	-79.24648093276943	0.0	108.55598335061387	C18H30O10	[M + H3N + H]+	QPCDZZMPXNUVCK	InChI=1S/C18H30O10/c1-9(5-3-4-6-10(2)17(25)26)11(7-13(20)21)27-18-16(24)15(23)14(22)12(8-19)28-18/h3-4,9-12,14-16,18-19,22-24H,5-8H2,1-2H3,(H,20,21)(H,25,26)	null	CC(CC=CCC(C)C(=O)O)C(CC(=O)O)OC1C(C(C(C(O1)CO)O)O)O	-0.400000006	125416473;125416474;125416475;125416476;129008949	COCONUT:(CNP0133981);Training Set;PubChem:(125416473 125416474 125416475 125416476 129008949)	2113538	424.21785	190.34	741_clematis_10_species_crop2-10min_231127_orbi_siri_744	744
