molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus	ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	Unnamed: 0_metAnnot	rank_spec_metAnnot	msms_score_metAnnot	libname_metAnnot	structure_wikidata_metAnnot	structure_inchikey_metAnnot	structure_inchi_metAnnot	structure_smiles_metAnnot	structure_molecular_formula_metAnnot	adduct_metAnnot	structure_exact_mass_metAnnot	structure_nameTraditional_metAnnot	short_inchikey_metAnnot	structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_metAnnot	organism_wikidata_metAnnot	organism_name_metAnnot	organism_taxonomy_ottid_metAnnot	organism_taxonomy_01domain_metAnnot	organism_taxonomy_02kingdom_metAnnot	organism_taxonomy_03phylum_metAnnot	organism_taxonomy_04class_metAnnot	organism_taxonomy_05order_metAnnot	organism_taxonomy_06family_metAnnot	organism_taxonomy_07tribe_metAnnot	organism_taxonomy_08genus_metAnnot	organism_taxonomy_09species_metAnnot	organism_taxonomy_10varietas_metAnnot	matched_domain_metAnnot	matched_kingdom_metAnnot	matched_phylum_metAnnot	matched_class_metAnnot	matched_order_metAnnot	matched_family_metAnnot	matched_tribe_metAnnot	matched_genus_metAnnot	matched_species_metAnnot	score_taxo_metAnnot	score_max_consistency_metAnnot	final_score_metAnnot	rank_final_metAnnot	component_id_metAnnot	structure_taxonomy_npclassifier_01pathway_consensus_metAnnot	freq_structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_consensus_metAnnot	freq_structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_consensus_metAnnot	freq_structure_taxonomy_npclassifier_03class_metAnnot	shared_id
C41H75NO10	[M + H]+	Fatty acids	Sphingolipids	Neutral glycosphingolipids	0.1136635568065771	-116.76663905660187		179.40459552841511	C41H75NO10	[M + H]+	QJSRHOQGCBEHIO	InChI=1S/C41H75NO10/c1-3-5-7-9-11-13-15-16-17-18-19-21-23-25-27-29-34(45)40(50)42-32(31-51-41-39(49)38(48)37(47)35(30-43)52-41)36(46)33(44)28-26-24-22-20-14-12-10-8-6-4-2/h8,10,17-18,20,22,32-39,41,43-49H,3-7,9,11-16,19,21,23-31H2,1-2H3,(H,42,50)		CCCCCCCCCC=CCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C(CCCC=CCCC=CCCC)O)O)O	7.5999999	742.5494126612488																																																		3517
C11H23NO9	[M + H]+	Carbohydrates	Saccharides	Disaccharides	0.2598154082170357	-131.17637336293927		40.65678749788876	C11H23NO9	[M + H]+	KAAFSGWXSLICCT	InChI=1S/C11H23NO9/c12-1-4(14)7(16)5(15)3-20-11-10(19)9(18)8(17)6(2-13)21-11/h4-11,13-19H,1-3,12H2		C(C1C(C(C(C(O1)OCC(C(C(CN)O)O)O)O)O)O)O	-4.80000019	314.1441860178402																																																		6195
C24H34F4N6O5	[M + H]+	Amino acids and Peptides	Small peptides	Tripeptides	0.2858911458255105	-302.91727942840697		60.96036741715225	C23H40BN5O8	[M + K]+	CSNANBXEVMOCLP	InChI=1S/C23H40BN5O8/c1-10(2)7-14(16(30)8-12(5)19(32)26-13(6)22(35)36)27-20(33)15(9-17(25)31)28-21(34)18(11(3)4)29-23(24)37/h10-16,18,30H,7-9H2,1-6H3,(H2,25,31)(H,26,32)(H,27,33)(H,28,34)(H,29,37)(H,35,36)		[B]C(=O)NC(C(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(CC(C)C(=O)NC(C)C(=O)O)O	0.0	563.2614878301441																																																		6196
C15H29NO7	[M + H]+	Alkaloids	Cyclic polyketides	Wax monoesters	0.1439967247435263	-314.319597205177		65.86015368658188	C18H26BFO4	[M + H]+	QWLYEOOGUVPDRE	InChI=1S/C18H26BFO4/c1-7-22-15(21)12-18(6,13-8-10-14(20)11-9-13)19-23-16(2,3)17(4,5)24-19/h8-11H,7,12H2,1-6H3		B1(OC(C(O1)(C)C)(C)C)C(C)(CC(=O)OCC)C2=CC=C(C=C2)F	4.15534592	336.2022705078125																																																		4441
C34H67NO5	[M + H]+	Fatty acids	Sphingolipids	Ceramides	0.1139637712202948	-123.00642881446058		157.6257563086033	C34H67NO5	[M + H]+	CFMRHGOBIMJZBB	InChI=1S/C34H67NO5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31(36)33(34(38)40-39)35-32(37)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,31,33-34,36,38-39H,3-26,28,30H2,1-2H3,(H,35,37)		CCCCCCCCCCCCCCCC(=O)NC(C(C=CCCCCCCCCCCCCC)O)C(O)OO	12.3999996	570.5085113204672	1059.0	1.0	0.39556432	ISDB									BKPBDNJGYXIRBK							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.5822572708129883	1	62.0	Fatty acids	0.5151515151515151	Sphingolipids	0.4242424242424242	Neutral glycosphingolipids	0.2121212121212121	3862
C24H24O12	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	0.1513530976562994	-92.6022591821342		65.406517742233	C24H24O12	[M + H]+	SBHXVBQFPRWFAC	InChI=1S/C24H24O12/c25-11-18-21(32)22(33)23(35-19(30)7-3-12-1-5-14(26)16(28)9-12)24(34-18)36-20(31)8-4-13-2-6-15(27)17(29)10-13/h1-10,18,21-29,32-33H,11H2		C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(OC2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)O)O)O)O	1.29999995	505.1320191217041	1586.0	2.0	0.800123	ISDB	http://www.wikidata.org/entity/Q105268072	TZEMRDVCZWVBHT-UTTQFQDJSA-N	InChI=1S/C24H24O12/c25-14-5-1-12(9-16(14)27)3-7-19(29)34-11-18-21(31)22(32)23(33)24(35-18)36-20(30)8-4-13-2-6-15(26)17(28)10-13/h1-10,18,21-28,31-33H,11H2/b7-3+,8-4+/t18-,21-,22+,23-,24+/m1/s1	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O	C24H24O12		504.126776208	1-O,6-O-Bis(3,4-dihydroxy-trans-cinnamoyl)-beta-D-glucopyranose	TZEMRDVCZWVBHT	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q15434339	Coussarea hydrangeifolia	283716.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Rubiaceae']	['Coussareeae']	['Coussarea']	['Coussarea hydrangeifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.700491905212402	1	20.0	Shikimates and Phenylpropanoids	0.3076923076923077	Phenylpropanoids (C6-C3)	0.2747252747252747	Cinnamic acids and derivatives	0.2747252747252747	5396
C12H20O5	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	0.0767092160250924	-57.44517066029154		94.4316716950937	C12H20O5	[M + H]+	KYEKIBGSYFYOIE	InChI=1S/C12H20O5/c13-10(7-4-5-9-12(16)17)6-2-1-3-8-11(14)15/h1-9H2,(H,14,15)(H,16,17)	6-Oxododecanedioic acid	C(CCC(=O)CCCCC(=O)O)CCC(=O)O	0.800000012	245.1384980362656																																																		3555
C19H25NO8	[M + H]+	Alkaloids	Ornithine alkaloids	Pyrrolizidine alkaloids	0.073857818532516	-154.37144433142635		33.41802238894198	C20H21N5O4	[M + H]+	DBPFUEPBPZSRDA	InChI=1S/C20H21N5O4/c1-11-6-8-14(9-7-11)24-12(2)13(3)25-16-17(21-19(24)25)22(4)20(28)23(18(16)27)10-15(26)29-5/h6-9H,10H2,1-5H3	methyl 2-(1,6,7-trimethyl-2,4-dioxo-8-(p-tolyl)-1H-imidazo[2,1-f]purin-3(2H,4H,8H)-yl)acetate	CC1=CC=C(C=C1)N2C(=C(N3C2=NC4=C3C(=O)N(C(=O)N4C)CC(=O)OC)C)C	3.20000005	396.1652526855469																																																		5134
C32H44N3O10P	[M + H]+	Alkaloids	Ornithine alkaloids	Isoquinoline alkaloids	0.1709031477214931	-298.9658081563222		64.27059167328143	C28H51NO11P2	[M + Na]+	RXEAYFCFOGLJIF	InChI=1S/C28H51NO11P2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-20-37-22-25(30)23-38-42(36,40-41(33,34)35)39-26-18-16-24(17-19-26)21-27(29)28(31)32/h16-19,25,27,30H,2-15,20-23,29H2,1H3,(H,31,32)(H2,33,34,35)		CCCCCCCCCCCCCCCCOCC(COP(=O)(OC1=CC=C(C=C1)CC(C(=O)O)N)OP(=O)(O)O)O	3.4000001	662.2812522973452																																																		2807
C22H40F2N4O4	[M + H]+	Alkaloids	Ornithine alkaloids	Pyrrolidine alkaloids	0.1928590811292524	-240.0479581388384		29.706274454149785	C25H39FN4O3	[M + H]+	RLTBWYULMGDSRD	InChI=1S/C25H39FN4O3/c1-17(2)21(28-23(32)18-7-9-20(26)10-8-18)24(33)30-13-11-19(12-14-30)22(31)27-15-25(3,4)16-29(5)6/h7-10,17,19,21H,11-16H2,1-6H3,(H,27,31)(H,28,32)		CC(C)C(C(=O)N1CCC(CC1)C(=O)NCC(C)(C)CN(C)C)NC(=O)C2=CC=C(C=C2)F	3.20000005	463.30672804981504																																																		3065
C29H52N6O3	[M + H]+	Terpenoids	Pseudoalkaloids	Pregnane steroids	0.0543879486884914	-58.08562844083608		49.92658777768623	C40H52	[M + H]+	AFRINCNGKZJQIO	InChI=1S/C40H52/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h17,21-22,25-28,32H,11,15-16,23-24,29-30H2,1-10H3		CC1=C(C(CCC1)(C)C)C=CC(=CC#CC(C)C#CCC=C(C)C#CC=C(C)C=CC2=C(CCCC2(C)C)C)C	12.5	533.4154837706636	984.0	1.0	0.24759208	ISDB									FZWCTBPYXRTYEQ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.9903683066368103	1	308.0	Terpenoids	0.5	Triterpenoids	0.5	Cycloartane triterpenoids	0.5	3596
C10H14O4	[M + H]+	Polyketides	Monoterpenoids	Macrolide lactones	0.0988782858563761	-78.6084654855143		106.20171063473892	C10H14O4	[M + H]+	SBAPKYXYDFVHKP	InChI=1S/C10H14O4/c1-7(9(11)12)5-3-4-6-8(2)10(13)14/h5-6H,3-4H2,1-2H3,(H,11,12)(H,13,14)		CC(=CCCC=C(C)C(=O)O)C(=O)O	1.5	199.096430515868	1850.0	2.0	0.4419729	ISDB	http://www.wikidata.org/entity/Q19596784	DKGYTSKPMLWLEI-FIZOKRMRSA-N	InChI=1S/C10H14O4/c1-5-2-3-6-7(9(11)12)4-14-10(13)8(5)6/h4-6,8,10,13H,2-3H2,1H3,(H,11,12)/t5-,6+,8+,10+/m0/s1	C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@@H]21	C10H14O4		198.089208928	7-Deoxyloganetic acid	DKGYTSKPMLWLEI	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	0	8.767891645431519	1	-1.0							6149
C33H65N7O7	[M + H]+	Amino acids and Peptides	Oligopeptides	Lipopeptides	0.0603822527095973	-216.5566533645058		137.71347305167143	C36H77NO3P2	[M + K]+	JMAQGSYHVIPBHF	InChI=1S/C36H78NO3P2/c1-7-10-12-14-16-18-20-22-24-26-28-30-33-37(32-9-3)42(38,40-35-36-41(4,5)6)39-34-31-29-27-25-23-21-19-17-15-13-11-8-2/h7-36H2,1-6H3/q+1		CCCCCCCCCCCCCCN(CCC)P(=O)(OCCCCCCCCCCCCCC)OCC[P+](C)(C)C	13.6999998	672.5028171974343																																																		4953
C11H18N2O5	[M + H]+	Alkaloids	Ornithine alkaloids	Pyrrolidine alkaloids	0.4304984943067615	-126.6363043402874		3.160467314898165	C13H23OPS	[M + H]+	YKCAUOWAOIDZCJ	InChI=1S/C13H23OPS/c14-13(16)15(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h11-12H,1-10H2,(H,14,16)		C1CCC(CC1)P(C2CCCCC2)C(=O)S	3.9000001	259.12801024426574																																																		3860
C25H38FN3O3	[M + H]+	Alkaloids	Small peptides	Pyridine alkaloids	0.2454076791640864	-131.97064877712742		5.430381506202293	C24H44NO3P	[M + Na]+	XQVBVGHNDNUNSQ	InChI=1S/C24H44NO3P/c1-4-7-8-9-10-11-12-13-14-15-16-17-22-25-23-18-20-24(21-19-23)29(26,27-5-2)28-6-3/h18-21,25H,4-17,22H2,1-3H3	Diethyl (4-(tetradecylamino)phenyl)phosphonate	CCCCCCCCCCCCCCNC1=CC=C(C=C1)P(=O)(OCC)OCC	8.39999962	448.2972370245432																																																		3562
C21H28N8O3S3	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids	0.307338222363638	-211.7200925427652		24.46795378053719	C24H32N4O2S4	[M + H]+	WSDDLZJTSWVYQW	InChI=1S/C24H32N4O2S4/c1-7-31-19-11-17(25-15(5)29)12-20(32-8-2)23(19)27-28-24-21(33-9-3)13-18(26-16(6)30)14-22(24)34-10-4/h11-14H,7-10H2,1-6H3,(H,25,29)(H,26,30)		CCSC1=CC(=CC(=C1N=NC2=C(C=C(C=C2SCC)NC(=O)C)SCC)SCC)NC(=O)C	5.5999999	537.150634765625																																																		4128
C23H15N5O9	[M + H]+	Alkaloids	Anthranilic acid alkaloids	Simple amide alkaloids	0.0902890397559676	-233.11304476438187		71.21914040516617	C23H21N3O8	[M + K]+	MEOKOGWVWVYAKW	InChI=1S/C23H21N3O8/c1-31-18-11-14(10-16(20(18)32-2)26-22(29)17-4-3-9-33-17)23(30)34-12-19(27)25-15-7-5-13(6-8-15)21(24)28/h3-11H,12H2,1-2H3,(H2,24,28)(H,25,27)(H,26,29)	[2-(4-carbamoylanilino)-2-oxoethyl] 3-(furan-2-carbonylamino)-4,5-dimethoxybenzoate	COC1=CC(=CC(=C1OC)NC(=O)C2=CC=CO2)C(=O)OCC(=O)NC3=CC=C(C=C3)C(=O)N	1.70000005	506.0941162109375																																																		5499
C35H60O10	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides	0.0788351542896945	-125.12659206566512		23.82386514419691	C35H60O10	[M + H]+	PPNYRJMTSLCHHK	InChI=1S/C35H60O10/c1-29(2)23(45-28-25(41)24(40)20(38)16-44-28)9-11-35-17-34(35)13-12-31(5)27(33(7,43)10-8-22(39)30(3,4)42)19(37)15-32(31,6)21(34)14-18(36)26(29)35/h18-28,36-43H,8-17H2,1-7H3		CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C(C)(CCC(C(C)(C)O)O)O)O)C)C)O)OC6C(C(C(CO6)O)O)O)C	2.53979945	641.423689447129																																																		6762
C38H59N5O4	[M + H]+	Alkaloids	Pseudoalkaloids	Lipopeptides	0.1717973887988349	-374.07049476773057		51.95903131888455	C38H59N5O4	[M + H]+	YADQSDNQNNJCGN	InChI=1S/C38H59N5O4/c1-27(2)19-32-22-39-35(44)36(45)42(32)25-31-17-12-18-40(31)24-34(21-29-13-10-7-11-14-29)43-26-33(20-28(3)4)41(37(46)38(43)47)23-30-15-8-5-6-9-16-30/h7,10-11,13-14,27-28,30-34H,5-6,8-9,12,15-26H2,1-4H3,(H,39,44)		CC(C)CC1CNC(=O)C(=O)N1CC2CCCN2CC(CC3=CC=CC=C3)N4CC(N(C(=O)C4=O)CC5CCCCCC5)CC(C)C	7.4000001	650.4637980382649																																																		4721
C30H51F3N4O4	[M + K]+	Alkaloids	Ornithine alkaloids	Tropane alkaloids		-471.91780806450345		11.922296232597557	C30H51F3N4O4	[M + K]+	MIKMIRVLYJQFNL	InChI=1S/C30H51F3N4O4/c1-29(2,34)28(40)35-25(19-41-18-21-11-6-4-7-12-21)27(39)36(3)16-10-15-23-24(22-13-8-5-9-14-22)17-37(26(23)38)20-30(31,32)33/h21-25H,4-20,34H2,1-3H3,(H,35,40)		CC(C)(C(=O)NC(COCC1CCCCC1)C(=O)N(C)CCCC2C(CN(C2=O)CC(F)(F)F)C3CCCCC3)N	5.0999999	627.350011486979																																																		6780
C10H19NO7	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids	0.1480576314306605	-104.16354503111808		123.04745429978374	C11H15N5O3	[M + H]+	KSUGGAKGOCLWPT	InChI=1S/C11H15N5O3/c1-5-14-10(12)9-11(15-5)16(4-13-9)8-2-6(18)7(3-17)19-8/h4,6-8,17-18H,2-3H2,1H3,(H2,12,14,15)	Adenosine, 2''-deoxy-2-methyl-	CC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N	-0.330237508	266.1238831066591																																																		4035
C43H68O10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols	0.1103900097518037	-50.862410074837015		153.2042061306304	C41H70O10	[M + Na]+	BHXRCUVVPSNNTR	InChI=1S/C41H70O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(43)48-32-34(33-49-41-40(47)39(46)38(45)35(31-42)51-41)50-37(44)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h6,8,12-15,18,20,34-35,38-42,45-47H,3-5,7,9-11,16-17,19,21-33H2,1-2H3		CCCCCCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCC=CCC=CCC=CCC	9.19999981	745.4870352530925	955.0	2.0	0.29873818	ISDB	http://www.wikidata.org/entity/Q105124998	JCNOHQSTTZAMOE-STUKLFKUSA-N	InChI=1S/C43H68O10/c1-11-30(24(2)3)13-12-25(4)34-16-17-35-33-15-14-31-22-32(18-20-42(31,9)36(33)19-21-43(34,35)10)52-41-40(51-29(8)47)39(50-28(7)46)38(49-27(6)45)37(53-41)23-48-26(5)44/h14,24-25,30,32-41H,11-13,15-23H2,1-10H3/t25-,30-,32+,33+,34-,35+,36+,37-,38-,39+,40-,41-,42+,43-/m1/s1	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	C43H68O10		744.4812483759999	Tetraacetyldaucosterol	JCNOHQSTTZAMOE	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q2549523	Corymbia citriodora	409369.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Myrtaceae']	['Eucalypteae']	['Corymbia']	['Corymbia citriodora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	5.694952726364136	1	285.0	Terpenoids	0.3170731707317073	Triterpenoids	0.2682926829268293	Oleanane triterpenoids	0.1707317073170731	3491
C22H23N5O9	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides	0.1971196509542973	-296.57096687708673		44.20253321817901	C20H25N5O9	[M + Na]+	JILPFSJURDTFKI	InChI=1S/C20H25N5O9/c1-5-30-14(29)6-13-24-15-18(21)22-8-23-19(15)25(13)20-17(33-11(4)28)16(32-10(3)27)12(34-20)7-31-9(2)26/h8,12,16-17,20H,5-7H2,1-4H3,(H2,21,22,23)	9H-Purin-6-amine, 8-(2-ethoxy-2-oxoethyl)-9-(2,3,5-tri-O-acetylpentofuranosyl)-	CCOC(=O)CC1=NC2=C(N=CN=C2N1C3C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)N	-0.5	502.1556677007309																																																		6003
C15H16O9	[M + H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	0.1916700907798575	-9.01090847249678		20.051126586662967	C15H16O9	[M + H]+	XHCADAYNFIFUHF	InChI=1S/C15H16O9/c16-5-10-12(19)13(20)14(21)15(24-10)23-9-3-6-1-2-11(18)22-8(6)4-7(9)17/h1-4,10,12-17,19-21H,5H2	aesculin	C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O	-0.600000024	341.08735926748																																																		2147
C35H55NO11	[M + H]+	Polyketides	Macrolides	Isocoumarins	0.2012443923911422	-166.29988585113813		74.51348224711376	C33H57NO11	[M + Na]+	LQUXDZASEIAAFH	InChI=1S/C33H57NO11/c1-13-14-24-33(9,40)28(38)19(4)25(36)17(2)16-32(8,41-12)29(20(5)26(37)21(6)30(39)44-24)45-31-27(43-22(7)35)23(34(10)11)15-18(3)42-31/h17-21,23-24,27-29,31,38,40H,13-16H2,1-12H3	[2-[[(3R,5R,6R,7R,9R,11R,12R,13S,14R)-12,13-dihydroxy-7-methoxy-3,5,7,9,11,13-hexamethyl-2,4,10-trioxo-14-propyl-oxacyclotetradec-6-yl]oxy]-4-(dimethylamino)-6-methyloxan-3-yl] acetate	CCCC1C(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC2C(C(CC(O2)C)N(C)C)OC(=O)C)(C)OC)C)C)O)(C)O	3.0	666.3846246804975																																																		2820
C33H38O22	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	0.2539298265085885	-45.16922416309515		41.69698507755832	C33H38O22	[M + H]+	NYEMNXLOIMNTDU	InChI=1S/C33H38O22/c1-8-17(37)20(40)24(44)31(50-8)49-7-15-18(38)21(41)25(45)33(53-15)54-28-19(39)16-13(36)5-10(51-32-26(46)22(42)23(43)29(55-32)30(47)48)6-14(16)52-27(28)9-2-3-11(34)12(35)4-9/h2-6,8,15,17-18,20-26,29,31-38,40-46H,7H2,1H3,(H,47,48)	Quercetin 3-rutinoside-7-glucuronide	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O	-2.79999995	787.1921029413974	1865.0	1.0	0.7380449	ISDB	http://www.wikidata.org/entity/Q105144845	KQWJDIAXCWPNIF-LMSPLNQWSA-N	InChI=1S/C33H38O22/c1-8-17(37)20(40)23(43)32(50-8)54-28-25(45)29(30(47)48)55-31(26(28)46)49-7-15-18(38)21(41)24(44)33(53-15)52-14-6-10(34)5-13-16(14)19(39)22(42)27(51-13)9-2-3-11(35)12(36)4-9/h2-6,8,15,17-18,20-21,23-26,28-29,31-38,40-46H,7H2,1H3,(H,47,48)/t8-,15+,17-,18+,20+,21-,23+,24+,25-,26+,28-,29-,31+,32-,33+/m0/s1	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OC[C@H]3O[C@@H](Oc4cc(O)cc5oc(-c6ccc(O)c(O)c6)c(O)c(=O)c45)[C@H](O)[C@@H](O)[C@@H]3O)O[C@H](C(=O)O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	C33H38O22		786.185472856	(2S,3S,4S,5R,6R)-6-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-4-oxochromen-5-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,5-dihydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2-carboxylic acid	KQWJDIAXCWPNIF	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q161444	Pedicularis verticillata	980478.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Orobanchaceae']	['Pedicularideae']	['Pedicularis']	['Pedicularis verticillata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.452179670333862	1	76.0	Shikimates and Phenylpropanoids	0.5113636363636364	Flavonoids	0.4659090909090909	Flavonols	0.3295454545454545	6180
C32H50NO9P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids	0.790676662223064	-189.1195031339196		7.903922467259946	C30H52NO9P	[M + Na]+	XKPMLDDSSSQKID	InChI=1S/C30H52NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-29(33)38-24-27(32)25-39-41(36,37)40-26-28(31)30(34)35/h3-4,6-7,9-10,12-13,27-28,32H,2,5,8,11,14-26,31H2,1H3,(H,34,35)(H,36,37)		CCC=CCC=CCC=CCC=CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O	3.29999995	624.3290825373741																																																		5187
C21H37N5O	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	0.1241716094640657	-283.3533778256888		26.705837962236323	C21H37N5O	[M + H]+	VILBIKJSNXARBP	InChI=1S/C21H37N5O/c1-2-3-4-5-6-7-8-9-10-11-12-13-21(27)26-15-14-19-18(17-26)16-20(23-22)25-24-19/h16H,2-15,17,22H2,1H3,(H,23,25)		CCCCCCCCCCCCCC(=O)N1CCC2=NN=C(C=C2C1)NN	5.0	376.305799098069																																																		4758
C33H36N6O8	[M + H]+	Alkaloids	Tryptophan alkaloids	Cyclic peptides	0.0672995046919374	-277.3076055383135		8.58114092079804	C31H38N6O8	[M + Na]+	REOUYATVXGTXAO	InChI=1S/C31H38N6O8/c38-28(32-26-6-4-18-34(30(26)40)20-22-10-14-24(15-11-22)36(42)43)8-2-1-3-9-29(39)33-27-7-5-19-35(31(27)41)21-23-12-16-25(17-13-23)37(44)45/h10-17,26-27H,1-9,18-21H2,(H,32,38)(H,33,39)	N,N''-bis[1-[(4-nitrophenyl)methyl]-2-oxopiperidin-3-yl]heptanediamide	C1CC(C(=O)N(C1)CC2=CC=C(C=C2)[N+](=O)[O-])NC(=O)CCCCCC(=O)NC3CCCN(C3=O)CC4=CC=C(C=C4)[N+](=O)[O-]	2.70000005	645.2661969898218																																																		4989
C6H11NO3	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids	0.07771625484103	-60.82253971823734		31.13671811002791	C6H11NO3	[M + H]+	ALIGUDFVZKOBME	InChI=1S/C6H11NO3/c7-5(4-8)2-1-3-6(9)10/h4-5H,1-3,7H2,(H,9,10)	5-amino-6-oxohexanoic acid	C(CC(C=O)N)CC(=O)O	-3.20000005	146.08128628506688																																																		5366
C22H32BFO4	[M + H]+	Terpenoids	Steroids	Pregnane steroids	0.2146284985190466	-324.92134534133265		89.39310025398568	C22H32BFO4	[M + H]+	VPMICINXFMDROE	InChI=1S/C22H32BFO4/c1-6-26-20(25)13-15-7-9-16(10-8-15)18-12-11-17(14-19(18)24)23-27-21(2,3)22(4,5)28-23/h11-12,14-16H,6-10,13H2,1-5H3		B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C3CCC(CC3)CC(=O)OCC)F	5.65725136	390.2490167829779																																																		4763
